FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 58_ERLE_1154.1,Area: 57_CTRL_1246.3,Area: 56_BOCU_1246.1,Area: 55_LEDU_CTRL.2,Area: 54_LEDU_CTRL.1,Area: 53_ERIN_1177.1,Area: 52_BOCU_1246.2,Area: 51_ERLE_1246.2,Area: 50_BOCU_CTRL.2,Area: 49_ERIN_1246.3,Area: 48_LEDU_CTRL.2,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 45_LEDU_1154.1,Area: 44_BOCU_1154.2,Area: 43_ERIN_1154.3,Area: 42_ERIN_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 39_ERIN_1177.2,Area: 38_BOCU_1177.2,Area: 37_ERLE_1246.3,Area: 36_ERIN_CTRL.1,Area: 35_LEDU_1246.3,Area: 34_ERLE_1177.2,Area: 33_BOCU_1177.1,Area: 32_ERLE_CTRL.2,Area: 31_BOCU_CTRL.1,Area: 30_ERLE_1154.3,Area: 29_LEDU_1246.1,Area: 28_ERLE_CTRL.1,Area: 27_LEDU_1177.2,Area: 26_LEDU_1246.2,Area: 25_ERIN_CTRL.2,Area: 24_ERLE_1177.1,Area: 22_BOCU_CTRL.2,Area: 21_LEDU_1177.3,Area: 20_ERIN_1154.1,Area: 19_CTRL_1246.2,Area: 18_BOCU_1154.3,Area: 17_ERIN_CTRL.2,Area: 16_ERLE_CTRL.2,Area: 15_BOCU_1177.3,Area: 14_CTRL_1177.3,Area: 13_ERLE_1246.1,Area: 12_ERLE_1177.3,Area: 11_ERIN_1246.1,Area: 10_CTRL_1154.3,Area: 9_ERLE_1154.2,Area: 8_ERIN_1246.2,Area: 7_BOCU_1154.1,Area: 6_LEDU_1177.1,Area: 5_LEDU_1154.2,Area: 4_BOCU_1246.3,Area: 3_LEDU_1154.3,Area: 2_CTRL_CTRL.2,Area: 1_ERIN_1177.3,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 58_ERLE_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 56_BOCU_1246.1,Gap Status: 55_LEDU_CTRL.2,Gap Status: 54_LEDU_CTRL.1,Gap Status: 53_ERIN_1177.1,Gap Status: 52_BOCU_1246.2,Gap Status: 51_ERLE_1246.2,Gap Status: 50_BOCU_CTRL.2,Gap Status: 49_ERIN_1246.3,Gap Status: 48_LEDU_CTRL.2,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 45_LEDU_1154.1,Gap Status: 44_BOCU_1154.2,Gap Status: 43_ERIN_1154.3,Gap Status: 42_ERIN_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 39_ERIN_1177.2,Gap Status: 38_BOCU_1177.2,Gap Status: 37_ERLE_1246.3,Gap Status: 36_ERIN_CTRL.1,Gap Status: 35_LEDU_1246.3,Gap Status: 34_ERLE_1177.2,Gap Status: 33_BOCU_1177.1,Gap Status: 32_ERLE_CTRL.2,Gap Status: 31_BOCU_CTRL.1,Gap Status: 30_ERLE_1154.3,Gap Status: 29_LEDU_1246.1,Gap Status: 28_ERLE_CTRL.1,Gap Status: 27_LEDU_1177.2,Gap Status: 26_LEDU_1246.2,Gap Status: 25_ERIN_CTRL.2,Gap Status: 24_ERLE_1177.1,Gap Status: 22_BOCU_CTRL.2,Gap Status: 21_LEDU_1177.3,Gap Status: 20_ERIN_1154.1,Gap Status: 19_CTRL_1246.2,Gap Status: 18_BOCU_1154.3,Gap Status: 17_ERIN_CTRL.2,Gap Status: 16_ERLE_CTRL.2,Gap Status: 15_BOCU_1177.3,Gap Status: 14_CTRL_1177.3,Gap Status: 13_ERLE_1246.1,Gap Status: 12_ERLE_1177.3,Gap Status: 11_ERIN_1246.1,Gap Status: 10_CTRL_1154.3,Gap Status: 9_ERLE_1154.2,Gap Status: 8_ERIN_1246.2,Gap Status: 7_BOCU_1154.1,Gap Status: 6_LEDU_1177.1,Gap Status: 5_LEDU_1154.2,Gap Status: 4_BOCU_1246.3,Gap Status: 3_LEDU_1154.3,Gap Status: 2_CTRL_CTRL.2,Gap Status: 1_ERIN_1177.3,Gap Status: 1plus_RP_pos_MS2.raw (F193),name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0358,Tris(hydroxymethyl)aminomethane,C4 H11 N O3,121.07387,1,0,NA,674005.054,34847990.85,339464.4573,391292.9121,501179.7658,1969749.281,344800.6619,351698.6269,325368.9329,333389.5403,244368.7109,388803.4772,333341.6594,370792.3817,398291.735,281993.7198,953559.3193,1340148.203,253190.0558,6511564.956,5056713.326,261590.7564,2934349.316,260206.8967,283835.9737,482797.3422,241214.2762,742892.2505,439006.0127,527482.073,332915.5055,571097.715,2206681.275,8962292.802,546042.9958,470686.3077,399691.752,8329911.99,313281.0066,307362.1223,9712781.119,14684436.26,260709.7389,572332.5289,64320299.59,1725054.582,272246.8262,224852715.5,438358.6252,594761.269,453853.0177,365610.2262,221125.1248,228542.1205,339211.4746,714286.3127,513274.0412,30401062.58,393037.1308,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Tris(hydroxymethyl)aminomethane,4,11,1,3,0,0,0,2.75,0.75,-0.5,74.55,0,-3,-Inf,-1.6666666666666667,-4,Other
Feature0357,Trigonelline,C7 H7 N O2,137.04767,42,28,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Other",46064910.52,339130.9567,271010.9393,51718600.34,53404748.68,30196710.11,18734601.46,255929.5449,57095198.64,36562220.93,43435931.58,35300928.95,23070513.06,3903291.882,442531.0099,548198.1559,336818.9051,276384.4066,157499.1053,23726286.13,24295771.1,560863.0451,14605841.28,40329851.85,25011420.87,61121126.41,393212.6772,12966440.39,25544397.02,21959161.75,612775.4901,61395327.91,21227314.17,1303450.12,57752316.19,27411365.41,351071.8507,22853958.73,303944.4974,468954.4426,50901307.57,10089617.25,18990485.17,27873638.17,351019.028,196773.0562,42938066.44,938128.6185,41939295.08,196697.4919,306603.7508,40641032.67,351327.5204,162284.2316,230157.4921,46161912.5,552468.5174,22605635.74,709289.2095,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Trigonelline,7,7,1,2,0,0,0,1,0.2857142857142857,0,60.3,5,3,0.5,0.6,2,Lignin
Feature0356,Tolycaine,C15 H22 N2 O3,278.16307,24,52,NA,16434511.28,3419382.815,9293594.482,36470234.56,26788311.16,15026447.7,8411595.055,21507700.21,32225938.32,22160344.98,25729768.62,15314208.57,7936526.067,11265016.05,3528787.658,3352479.729,4617300.612,4721269.273,5248545.773,14522512.01,11967720.32,46793223.19,26526221.72,42712257.27,14437803.85,46467898.59,6069764.884,27448225.42,15157804.24,7580373.314,10412704.22,25132687.7,11343868.02,31941180.59,32434451.53,14454405.6,22887599.01,5275395.635,7105421.959,14050645.8,36526496.64,13338056.59,28934578.28,15487743.67,10462115,27811161.05,20650616.28,37997781.44,23119153.82,2151670.045,3267522.952,16106123.92,3394703.386,3793640.141,1981314.605,21580069.52,2430925.982,12385118.7,19083734.26,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Tolycaine,15,22,2,3,0,0,0,1.4666666666666666,0.2,-0.666666666666667,79.30000000000001,6,3,0.1,0.21739130434782608,1,Lignin
Feature0355,Tn Antigen,C11 H20 N2 O8,308.12198,10,6,NA,2420508.889,7620814.456,8986706.766,3307563.828,10857956.63,2131321.811,1380515.306,9600045.692,9933945.044,876730.2808,10916834.01,3831548.063,1828318.645,58565398.39,3376769.114,7077029.168,5462466.698,8118056.557,4964548.908,1581340.089,1784951.338,54499081.88,19152524.28,1565226.333,4620547.474,7374208.056,5697221.787,17740139.37,2448674.53,1853427.703,3148749.767,7834545.52,1582382.473,19456674.2,4015175.937,3578099.748,24115511.54,2259349.86,17877136.93,7387156.924,3638273.613,9290749.197,8317492.754,2156385.889,9916131.548,13136636.35,1894970.243,25992569.68,3856703.946,4732440.72,1820144.661,3267361.634,3450127.135,10373275.49,4922755.302,3076642.839,5712878.012,1368429.538,25229025.95,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Tn Antigen,11,20,2,8,0,0,0,1.8181818181818181,0.7272727272727273,0.18181818181818166,55.11818181818182,3,-5,-7,-0.6,-7,Carbohydrate
Feature0354,Tiglic acid,C5 H8 O2,100.05241,59,1,NA,1772321.627,14697997.1,11055856.51,2328657.949,1896401.899,1355663.407,753162.3219,20917357.1,1983974.58,1379658.092,1012038.31,1308182.699,1008443.571,25677963.25,10809894.1,12804702.77,14983454.03,11112770.1,8674607.2,612580.6904,927209.7927,17866584.85,19304596.92,1514412.308,714795.6756,2013307.748,12828251.91,19923723.42,533137.2551,660450.0284,7022080.724,1322654.42,1084637.563,24561541.6,1834261.344,996891.1883,21432497.91,711085.7004,21934325.07,8647524.338,2216894.399,14504811.57,982214.8628,1000338.161,26325426.42,21677333.07,1209222.557,12064762.57,1299364.812,11997089.32,6090721.3,1652510.994,13065782.14,23476289.95,14831023.81,1223254.916,12038206.25,1006185.538,9025073.247,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Tiglic acid,5,8,0,2,0,0,0,1.6,0.4,-0.7999999999999998,83.1,2,0,0,0.25,0,Protein
Feature0353,Thymine,C5 H6 N2 O2,126.04289,38,52,Metabolic pathways;Other,3387278.664,23543722.39,12621436.11,5155244.177,10329101.64,38490107.65,22874892.34,4749739.474,8642725.98,3201489.263,6460873.334,4711046.454,17506352.51,22015975.74,13900493.5,19222890,21068168.38,10375342.98,6277329.751,37859576.79,31724700.36,7477963.522,3993034.308,5409304.065,37386866.67,16879728.81,4319732.991,1970413.287,40277745.66,22311527.45,10108237.34,9522248.402,29288828.72,3845374.233,7648268.582,36643826.24,6930176.013,12591835.28,14424074.1,11147031.5,5959618.287,13945482.85,12244544.81,41402067.87,11940454.76,7835224.62,3697430.944,6861265.826,3569951.532,15605612.85,6773753.95,4739341.076,16679198.12,15048953.55,17959636.75,7175662.917,17299300.7,33070548.9,5772720.377,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Thymine,5,6,2,2,0,0,0,1.2,0.4,0.7999999999999998,37.5,4,2,0,0.5,0,Lignin
Feature0352,Tetrolic Acid,C4 H4 O2,84.02115,12,0,Metabolic pathways;Other,43126032.95,4114659.063,4272198.067,46669313.24,51419279.59,420324220.7,261254330.8,1964707.692,49795097.07,23780158.17,69501233.89,27548260.98,231406568.3,7437552.689,1689443.284,555431.2382,2603260.95,2510632.142,1106641.91,421598209,275635951.2,2842687.619,2164115.613,40413693.04,241393121.8,58771295.98,2094687.274,2208833.011,413990444.4,226163173.1,2249779.358,63715131.34,352833433.8,2230686.125,44354523.92,222920784.9,541176.188,304831229.3,6510938.938,3276667.967,50007344.26,1048159.593,250416271.2,407568032.1,8233683.333,6550414.207,25703021.7,1038415.715,24091717.71,5157954.456,1040059.636,40303493.17,3016554.924,5786959.539,1888220.909,38224656.71,2225043.462,401901344.5,1232784.659,Full gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Tetrolic Acid-peak4,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Lignin
Feature0351,Tetrolic Acid,C4 H4 O2,84.02115,12,59,Metabolic pathways;Other,101159854.7,15218358.83,17869543.86,121232130.8,157112391.9,210247988.4,170951675.2,10773959.98,198835143.6,64632306.46,230231462.2,67002712.14,123271948.2,31853351.51,17345111.73,22733212.52,18571127.46,14663993.99,12474820.97,243394532.9,164775011.8,22090161.23,9387379.073,86666298.55,280438806.2,174218179.2,5300270.227,7588660.593,195802770.1,147633025.5,17206884.56,204558575.2,154222949.1,11045983.08,224024246.4,218842945.3,20298067.99,119909987.6,21319379.16,17369589.27,133224265.1,6571271.843,127512194.8,183079147.9,3507979.902,17983274.43,101305641.1,21668650.75,70963734.01,15764407.1,13298129.47,89606254.45,15982042.75,19658194.57,15330498.46,158865626.2,18152695.2,176064551.4,14682180.76,Full gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Tetrolic Acid-peak3,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Lignin
Feature0350,Tetrolic Acid,C4 H4 O2,84.02115,12,0,Metabolic pathways;Other,39266156.44,2950992.257,1639123.924,45877381.72,48575969.55,59442908.81,56192222.18,1661511.843,44707848.15,28294483.67,15658423.07,12759547.39,78576160.98,4073170.358,2002077.2,2138843.364,2517670.073,864898.1613,879880.0061,62746290.33,104175634.8,1269284.05,4654039.987,35216154.6,45001023.61,20073466.28,2203411.202,4168367.895,62240725.14,94823349.22,1113566.155,38260486.68,48472775.77,2889404.996,32241171.03,103096071.8,1370083.568,39949854.6,2184672.293,949580.4647,46684150.33,4575391.808,98884932.18,65488065.3,4111228.901,3521644.45,27894410.13,2296840.701,30083391.55,3114934.562,771036.2749,37144629.04,2373609.675,2638911.286,1805874.584,31301933.44,2080241.993,54908466.05,914345.5789,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Tetrolic Acid-peak2,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Lignin
Feature0349,Tetrolic Acid,C4 H4 O2,84.02115,12,0,Metabolic pathways;Other,12191979.77,12889029.64,17379406.74,21669403.96,37321020.85,30743284,29644552.3,9207672.177,164456033.8,6734904.547,41547635.29,388915.0001,19946080.44,26636398.94,14090361.73,18723245.04,14881417.58,14155023.64,12078927.78,4054900.353,29986180.19,17201650.56,7251754.483,867470.0134,42773726.14,44045218.51,3836764.806,5590212.913,37182432.09,29328428.27,13033573.83,160395044.4,37130145.09,9311509.7,224024246.4,41240706.82,17010428.02,21671348.12,17109301.76,18214056.31,36608682.83,4643704.443,24812142.45,42326428.03,14235896.77,13785983.76,85347034.88,18322040.14,734899.1256,12422297.85,12519970.71,62520534.69,16043231.72,17604185.24,12474690.89,31254157.27,16934773.63,30600020.29,13999777.29,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Tetrolic Acid-peak1,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Lignin
Feature0348,tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,C11 H22 N2 O3,230.16305,12,54,NA,16279884.24,15994686.15,22844418.53,39933235.51,77182787.28,19354515.99,11419119.24,27528339.07,79325970.66,29580259.73,27942934.73,35084206.19,7789695.598,38730773.53,10573331.77,29742552.28,21116722.52,15635989.92,10138048.74,17673350.22,15172729.18,43660824.47,20919509.14,53624119.51,18406831.02,85286562.44,4884904.787,19591946.61,19560487.49,10541142.21,12873695.34,59287423.4,13155752.77,27215023.96,41143829,17413127.89,22350031.56,7723917.469,13351004.96,15772465.94,55184813.47,10803035.73,22814427.87,20086209.78,40448055.08,35322080.74,32841948.5,35998308.34,32688625.1,9538221.14,7870454.051,33525423.71,14101178.12,14948177.69,7551060.908,39182257.15,15109651.36,15221130.38,23033309.09,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,11,22,2,3,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid
Feature0347,Stavudine,C10 H12 N2 O4,224.07968,31,4,Metabolic pathways;Biosynthesis of cofactors;Other,23094443.17,135086.3951,84562.72902,20650018.67,35107244.71,148079.4836,115331.4604,69747.40073,17137519.98,18487423.15,352128.5389,20823582.93,98278.72493,173495.4315,127837.1397,129795.8502,112073.464,204855.514,84715.3473,153572.7473,124227.0571,94287.49045,148959.3896,23351205.37,154942.8349,29890267.83,99389.53444,144344.8846,155707.1522,101848.3009,89636.22962,22232063.26,118176.9979,156002.2659,17571199.08,118241.4044,84904.37027,76046.26233,108750.9639,110825.8978,27404385.7,122814.7782,109236.1146,137927.6245,111234.4528,91413.62191,14382265.23,88202.1422,19427578.75,115706.2144,84944.82923,18451527.08,115718.4101,149230.2671,121216.1537,8934946.797,114431.9474,110648.9786,61073.48099,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Stavudine,10,12,2,4,0,0,0,1.2,0.4,0.20000000000000018,54.599999999999994,6,2,0,0.3333333333333333,0,Lignin
Feature0346,Sorbic acid,C6 H8 O2,112.05238,61,206,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,9285142.337,17109254.25,727362.9917,10704542.06,18424057.92,798531.5806,912979.13,39359920.17,14289215.68,8250996.501,37599513.97,6881489.596,860692.0464,68834038.48,1390273.889,2629447.995,3061512.939,797109.8111,973703.9694,939522.4138,540774.418,19531831.12,46495713.7,10399612.52,1327288.35,13804535.82,17459085.1,40450676.43,879999.3735,766693.3835,784320.6969,12094152.7,845807.7732,46305902.84,9247409.084,811740.4187,24645595.45,1632337.359,84950686.87,1072698.478,12551912.39,14964212.02,1015909.623,605643.4533,81792635.36,71554427.04,8550248.628,14252876.67,10682020.65,25196534.76,889696.475,9676758.626,2416370.304,63073616.73,2958796.728,11386333.95,1711383.426,866153.1403,9306302.452,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Sorbic acid,6,8,0,2,0,0,0,1.3333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,3,1,0.25,0.4,1,Lignin
Feature0345,RV0540000,C5 H12 O4,136.07356,7,3,NA,4921706.766,30175286.02,20066596,4718322.299,4232800.545,973305.4698,827742.8383,46826030.97,5683074.105,4277282.892,3426615.47,5025818.031,1163739.292,39614835.91,36229211.1,36289465.47,35857800.58,24359998.61,31273478.32,411940.6435,552711.2371,32081813.27,47202444.56,4554988.878,675965.4215,4487431.768,33551515.24,56036049.24,427806.2076,720255.1328,19963351.41,3777142.018,873107.5924,53158422.42,5616917.242,677163.5507,32507133.26,1247806.737,34433468.61,25855965.44,5805570.442,32045563.63,889650.3079,595337.7355,61635917.4,45484805.94,3393102.085,24555745.88,3946689.784,35767000.73,23398736.2,3748735.693,37049043.44,51923096.07,30326703.4,4190526.074,35641739.93,1171318.916,25697169.12,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,RV0540000,5,12,0,4,0,0,0,2.4,0.8,-0.7999999999999998,83.1,0,-4,-4,-0.6666666666666666,-4,Carbohydrate
Feature0344,Pyrone,C5 H4 O2,96.02112,7,112,Metabolic pathways;Microbial metabolism in diverse environments;Other,60290041.52,1317354.33,1765965.68,68783757.06,69416568.53,242912219.9,114233299.6,1298004.132,74781073.47,46760966.37,64693274.67,51101287.13,125385050.4,5575652.019,1673879.461,1967508.028,1426933.548,1171575.81,1167255.258,129179604.4,141254980.5,1489523.063,15003836.54,50595152.49,160159376,73506193.98,3015910.828,13521316.82,158249439.1,120185996.6,2559990.192,84416524.87,111564513,2862980.661,71290923.41,139514654.1,943856.0482,112771989.1,2344948.901,1236938.619,69745650.17,10266831.54,139017175.6,184785133.9,5366299.345,10156513.65,55534183.85,1856819.431,54482925.57,2014510.252,931832.3742,51807187.06,1310832.962,1887173.62,2250509.259,58666021.52,1872891.962,133162622.5,1553212.365,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Missing ions,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Pyrone-peak2,5,4,0,2,0,0,0,0.8,0.4,0,60.3,4,2,0.6666666666666666,0.75,2,Condensed HC
