"","FeatureID","Name","Formula","MW","KEGG Pathways","Metabolika Pathways","name4plot","C","H","O","N","S","P","H_to_C","O_to_C","NOSC","GFE","DBE","DBE_O","AI","AI_mod","DBE_AI","Class","control_means","treatment_means","ratio","log2FC","pval","pval.adj","Comment","Plant"
"56","Feature0892","(3E,5E,7E,9Z,11E,13E,15Z,17E)-18-(4-Hydroxy-2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-3,7,12,16-tetramethyl-3,5,7,9,11,13,15,17-octadecaoctaen-2-one","C31 H42 O3",462.31357,NA,NA,"(3E,5E,7E,9Z,11E,13E,15Z,17E)-18-(4-Hydroxy-2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-3,7,12,16-tetramethyl-3,5,7,9,11,13,15,17-octadecaoctaen-2-one",31,42,3,0,0,0,1.35483870967742,0.0967741935483871,-1.16129032258065,93.3967741935484,11,8,0.285714285714286,0.322033898305085,8,"Unsaturated HC",620741.499368581,1258220.58532782,2.02696385952556,1.01932036598879,0.00810310177688525,0.159503161292373,"Upregulated","ERLE"
"57","Feature0891","Phenyl D-glucopyranosiduronic acid","C12 H14 O7",270.07397,NA,NA,"Phenyl D-glucopyranosiduronic acid-peak4",12,14,7,0,0,0,1.16666666666667,0.583333333333333,0,60.3,6,-1,-0.2,0.294117647058824,-1,"Phenol",44689252.5403634,985773.94274391,0.0220584119605392,-5.5025272582798,0.0347646543514261,0.225185000801873,"Downregulated","ERLE"
"58","Feature0888","MFCD01318772","C8 H13 N3 O2",183.10077,NA,NA,"MFCD01318772",8,13,2,3,0,0,1.625,0.25,0,60.3,4,2,-0.333333333333333,0,-1,"Lipid",51144548.8701103,20233638.7098078,0.395616720780828,-1.33782469184951,0.0165066660775629,0.191421554979227,"Downregulated","ERLE"
"59","Feature0886","Valylvaline","C10 H20 N2 O3",216.14739,NA,NA,"Valylvaline",10,20,3,2,0,0,2,0.3,-0.8,83.1,2,-1,-0.6,-0.230769230769231,-3,"Lipid",7169381.41433308,20897608.8369338,2.91484127140385,1.54341732315358,0.0412854103189808,0.229430808387016,"Upregulated","ERLE"
"60","Feature0877","Maraniol","C12 H12 O3",204.07864,NA,NA,"Maraniol",12,12,3,0,0,0,1,0.25,-0.5,74.55,7,4,0.444444444444444,0.523809523809524,4,"Phenol",695281.828640052,1037039.34101814,1.49153810483808,0.576800835171425,0.0298411416068695,0.209880723233336,"Upregulated","ERLE"
"61","Feature0875","4-O-(beta-L-Araf)-cis-L-Hyp","C10 H17 N O7",263.10053,NA,"Other","4-O-(beta-L-Araf)-cis-L-Hyp",10,17,7,1,0,0,1.7,0.7,0,60.3,3,-4,-2.5,-0.272727272727273,-5,"Amino Sugar",23674173.939591,9591883.41505116,0.405162327501969,-1.30342805809473,0.00376329840082891,0.130243138638824,"Downregulated","ERLE"
"62","Feature0873","1-alpha-linolenoyl-sn-glycerol","C21 H36 O4",352.26144,NA,NA,"1-alpha-linolenoyl-sn-glycerol-peak2",21,36,4,0,0,0,1.71428571428571,0.19047619047619,-1.33333333333333,98.3,4,0,0,0.105263157894737,0,"Lipid",36083691.6027799,19374518.1759045,0.536932816885396,-0.897186510978011,0.0039524410686878,0.130243138638824,"Downregulated","ERLE"
"63","Feature0866","Glu-Gly","C7 H12 N2 O5",204.07472,NA,NA,"Glu-Gly",7,12,5,2,0,0,1.71428571428571,0.714285714285714,0.571428571428572,44.0142857142857,3,-2,-Inf,-0.6,-4,"Carbohydrate",16054184.5033623,9579730.32181637,0.596712359933949,-0.744892434584568,0.0242695591960558,0.202913517900705,"Downregulated","ERLE"
"64","Feature0865","arg-leu","C12 H25 N5 O3",287.19577,NA,NA,"arg-leu",12,25,3,5,0,0,2.08333333333333,0.25,-0.333333333333333,69.8,3,0,-1.25,-0.636363636363636,-5,"Lipid",13957374.6334441,10554008.4654848,0.756160004489359,-0.403236551897614,0.0453046520866386,0.231053725641857,"Downregulated","ERLE"
"65","Feature0857","(3Z)-4-Hydroxy-5-methylene-3-tetradecylidenedihydro-2(3H)-furanone","C19 H32 O3",308.23512,NA,NA,"(3Z)-4-Hydroxy-5-methylene-3-tetradecylidenedihydro-2(3H)-furanone",19,32,3,0,0,0,1.68421052631579,0.157894736842105,-1.36842105263158,99.3,4,1,0.0625,0.142857142857143,1,"Lipid",8740050.26226658,27097337.1360866,3.10036399368021,1.63243760293499,0.023357042188381,0.202913517900705,"Upregulated","ERLE"
"66","Feature0850","4-Hydroxy-5-(4-hydroxy-3-methoxyphenyl)pentanoic acid","C12 H16 O5",240.09978,NA,NA,"4-Hydroxy-5-(4-hydroxy-3-methoxyphenyl)pentanoic acid",12,16,5,0,0,0,1.33333333333333,0.416666666666667,-0.5,74.55,5,0,0,0.263157894736842,0,"Phenol",9137520.46373254,4458918.28059853,0.487979019942696,-1.03510897266331,0.004054315070686,0.130243138638824,"Downregulated","ERLE"
"67","Feature0847","pentobarbital","C11 H18 N2 O3",226.13174,NA,NA,"pentobarbital",11,18,3,2,0,0,1.63636363636364,0.272727272727273,-0.545454545454546,75.8454545454546,4,1,-0.166666666666667,0.0666666666666667,-1,"Lipid",12435767.7401432,27130273.6109453,2.18163238312722,1.12540802021286,0.0166749305286194,0.191421554979227,"Upregulated","ERLE"
"68","Feature0846","5-Hydroxy-2-furoic acid","C5 H4 O4",128.01093,NA,NA,"5-Hydroxy-2-furoic acid",5,4,4,0,0,0,0.8,0.8,0.8,37.5,4,0,0,0.666666666666667,0,"Condensed HC",14216150.937673,29425626.6369981,2.06987297518204,1.04954223453718,0.00282531728826888,0.130243138638824,"Upregulated","ERLE"
"69","Feature0831","EDDA","C6 H12 N2 O4",176.07974,"Other",NA,"EDDA",6,12,4,2,0,0,2,0.666666666666667,0.333333333333333,50.8,2,-2,-Inf,-1,-4,"Amino Sugar",11894381.9967939,30330203.3327355,2.54996042172774,1.35047485499777,0.0228871006868889,0.202913517900705,"Upregulated","ERLE"
"70","Feature0830","Neolinustatin","C17 H29 N O11",423.17418,NA,NA,"Neolinustatin",17,29,11,1,0,0,1.70588235294118,0.647058823529412,-0.235294117647059,67.0058823529412,4,-7,-1.6,-0.238095238095238,-8,"Amino Sugar",1854242.23822427,532689.843422112,0.287281689760366,-1.7994620509683,0.00643469807020678,0.149375076711941,"Downregulated","ERLE"
"71","Feature0807","Diethyl tartrate","C8 H14 O6",206.07905,NA,NA,"Diethyl tartrate",8,14,6,0,0,0,1.75,0.75,-0.25,67.425,2,-4,-2,-0.2,-4,"Carbohydrate",1831382.04675275,1482546.37795567,0.80952326718742,-0.304855548055004,0.0301733537206329,0.209880723233336,"Downregulated","ERLE"
"72","Feature0796","UNII:74D1OHC38H","C19 H32 O4",324.23008,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"UNII:74D1OHC38H-peak2",19,32,4,0,0,0,1.68421052631579,0.210526315789474,-1.26315789473684,96.3,4,0,0,0.117647058823529,0,"Lipid",1303957.77593577,11124844.4635091,8.5315986980679,3.09281610703768,0.0428742287926577,0.229430808387016,"Upregulated","ERLE"
"73","Feature0791",NA,"C15 H27 N O5",301.18898,NA,NA,"Feature0791",15,27,5,1,0,0,1.8,0.333333333333333,-0.933333333333334,86.9,3,-2,-0.333333333333333,-0.0434782608695652,-3,"Protein",929788.21217238,4058972.3836295,4.36548057986884,2.12614048364373,0.0429415951526501,0.229430808387016,"Upregulated","ERLE"
"74","Feature0779","Pipecolic acid","C6 H11 N O2",129.07895,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Lysine degradation;Other","Superpathway of L-lysine degradation","Pipecolic acid",6,11,2,1,0,0,1.83333333333333,0.333333333333333,-0.666666666666667,79.3,2,0,-0.333333333333333,0,-1,"Protein",6682971.59644931,14977247.7707925,2.24110600421375,1.16421088987312,0.013135967300945,0.17545899180548,"Upregulated","ERLE"
"75","Feature0777","4-Methyl-6-[(1-methyl-2-piperidinyl)methyl]-5,6-dihydro-2H-pyran-2-one","C13 H21 N O2",223.15721,NA,NA,"4-Methyl-6-[(1-methyl-2-piperidinyl)methyl]-5,6-dihydro-2H-pyran-2-one",13,21,2,1,0,0,1.61538461538462,0.153846153846154,-1.07692307692308,90.9923076923077,4,2,0.1,0.181818181818182,1,"Lipid",29136705.1513806,53158964.9612746,1.82446727195424,0.867475271496359,0.0412882538531296,0.229430808387016,"Upregulated","ERLE"
"76","Feature0763","8-Methyl-8-azabicyclo[3.2.1]octane-1,2,3,4,6-pentol","C8 H15 N O5",205.09502,NA,NA,"8-Methyl-8-azabicyclo[3.2.1]octane-1,2,3,4,6-pentol",8,15,5,1,0,0,1.875,0.625,-0.25,67.425,2,-3,-2,-0.333333333333333,-4,"Amino Sugar",6285503.0329143,3582396.08846024,0.569945805403461,-0.81110335103597,0.0411049723405001,0.229430808387016,"Downregulated","ERLE"
"77","Feature0751",NA,"C13 H18 O9",318.09513,NA,NA,"Feature0751",13,18,9,0,0,0,1.38461538461538,0.692307692307692,0,60.3,5,-4,-1,0.0588235294117647,-4,"Other",129324.370450323,46199207.2296488,357.235121800923,8.48073011669833,0.0214613899509212,0.20138456856034,"Upregulated","ERLE"
"78","Feature0743","mycosporine","C11 H19 N O6",261.12118,"Biosynthesis of secondary metabolites;Other","Superpathway of linamarin and lotaustralin biosynthesis","mycosporine-peak2",11,19,6,1,0,0,1.72727272727273,0.545454545454545,-0.363636363636363,70.6636363636364,3,-3,-1,-0.142857142857143,-4,"Protein",315270.571792814,453518.382405088,1.43850528080092,0.524570517268588,0.037973992185232,0.229430808387016,"Upregulated","ERLE"
"79","Feature0742","N-Benzylformamide","C8 H9 N O",135.06844,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;2-Oxocarboxylic acid metabolism;Phenylalanine metabolism;Other",NA,"N-Benzylformamide",8,9,1,1,0,0,1.125,0.125,-0.5,74.55,5,4,0.5,0.538461538461538,3,"Unsaturated HC",220462.283964317,443166.212134083,2.01016792607397,1.00731602677466,0.0303137498254385,0.209880723233336,"Upregulated","ERLE"
"80","Feature0741","Arg-Glu","C11 H21 N5 O5",303.15426,NA,NA,"Arg-Glu",11,21,5,5,0,0,1.90909090909091,0.454545454545455,0.363636363636364,49.9363636363636,4,-1,-6,-1,-6,"Protein",7351443.08669686,14554270.2029231,1.97978410922617,0.985343116400647,0.0032665878731256,0.130243138638824,"Upregulated","ERLE"
"81","Feature0736","1726033","C6 H13 N O6",195.07432,"Metabolic pathways;Microbial metabolism in diverse environments;Other",NA,"1726033-peak2",6,13,6,1,0,0,2.16666666666667,1,0.333333333333333,50.8,1,-5,6,-1.5,-6,"Carbohydrate",10446262.8200646,8229438.24395149,0.787787784560127,-0.344121048195827,0.0412229099367727,0.229430808387016,"Downregulated","ERLE"
"82","Feature0735","Norharman","C11 H8 N2",168.06878,NA,NA,"Norharman",11,8,0,2,0,0,0.727272727272727,0,-0.181818181818182,65.4818181818182,9,9,0.777777777777778,0.777777777777778,7,"Condensed HC",7631480.862216,13943910.8794428,1.82715663331872,0.869600314548893,0.026216902359493,0.204245621205675,"Upregulated","ERLE"
"83","Feature0734","N1-Acetyl-5-methoxykynuramine","C12 H16 N2 O3",236.11607,NA,"Other","N1-Acetyl-5-methoxykynuramine",12,16,3,2,0,0,1.33333333333333,0.25,-0.333333333333333,69.8,6,3,0.142857142857143,0.294117647058824,1,"Phenol",2426433.28395389,6568276.45641676,2.70696767137718,1.43667765791774,0.0418054533651616,0.229430808387016,"Upregulated","ERLE"
"84","Feature0733",NA,"C17 H32 N2 O8",392.21598,NA,NA,"Feature0733",17,32,8,2,0,0,1.88235294117647,0.470588235294118,-0.588235294117647,77.0647058823529,3,-5,-1,-0.272727272727273,-7,"Protein",21809632.7863606,16658378.134162,0.763808281292102,-0.38871753298627,0.0312092665036858,0.209880723233336,"Downregulated","ERLE"
"85","Feature0730","D-Alanyl-D-alanine","C6 H12 N2 O3",160.08481,"Metabolic pathways;Microbial metabolism in diverse environments;Other","Other","D-Alanyl-D-alanine",6,12,3,2,0,0,2,0.5,0,60.3,2,-1,-3,-0.6,-3,"Protein",7337734.42269033,12067007.447771,1.64451406287701,0.717661345270415,0.0303755358387581,0.209880723233336,"Upregulated","ERLE"
"86","Feature0726","2'-O-Methyladenosine","C11 H15 N5 O4",281.11245,NA,NA,"2'-O-Methyladenosine",11,15,4,5,0,0,1.36363636363636,0.363636363636364,0.727272727272727,39.5727272727273,7,3,-1,0,-2,"Phenol",10139235.9266853,15221873.892311,1.50128412065536,0.586197035366966,0.00880293040550304,0.165459082746861,"Upregulated","ERLE"
"87","Feature0722","L-Alanyl-L-glutamine","C8 H15 N3 O4",217.10622,"Metabolic pathways;Biosynthesis of amino acids;Other",NA,"L-Alanyl-L-glutamine-peak3",8,15,4,3,0,0,1.875,0.5,0.25,53.175,3,-1,-4,-0.666666666666667,-4,"Protein",7811031.38001977,19358591.0774765,2.478365549394,1.30938899514721,0.0486315304491229,0.239245432239397,"Upregulated","ERLE"
"88","Feature0721","N-Acetylvaline","C7 H13 N O3",159.08955,"Metabolic pathways;Lysine degradation;Other","Superpathway of L-lysine degradation","N-Acetylvaline",7,13,3,1,0,0,1.85714285714286,0.428571428571429,-0.571428571428571,76.5857142857143,2,-1,-0.666666666666667,-0.111111111111111,-2,"Protein",3734909.36480916,10761130.5382586,2.88122936520266,1.52668451328119,0.0178483576264685,0.191421554979227,"Upregulated","ERLE"
"89","Feature0711","lamifiban","C24 H28 N4 O6",468.20096,NA,NA,"lamifiban-peak3",24,28,6,4,0,0,1.16666666666667,0.25,-0.166666666666667,65.05,13,7,0.214285714285714,0.352941176470588,3,"Phenol",23624802.3084561,12347776.9603757,0.522661599413936,-0.936050928262595,0.0194492489016327,0.191421554979227,"Downregulated","ERLE"
"90","Feature0707","ser-gln","C8 H15 N3 O5",233.10121,NA,NA,"ser-gln",8,15,5,3,0,0,1.875,0.625,0.5,46.05,3,-2,-Inf,-1,-5,"Amino Sugar",3939991.98210936,6509331.73593958,1.65211801584801,0.724316746562078,0.0416722581528564,0.229430808387016,"Upregulated","ERLE"
"91","Feature0700","N-(2-morpholinophenyl)-2-furamide","C15 H16 N2 O3",272.11607,NA,NA,"N-(2-morpholinophenyl)-2-furamide",15,16,3,2,0,0,1.06666666666667,0.2,-0.266666666666667,67.9,9,6,0.4,0.478260869565217,4,"Phenol",2162376.11194111,10708555.1200957,4.95221671242147,2.30807444926437,0.0360220426030488,0.227887651139606,"Upregulated","ERLE"
"92","Feature0699","17-Methyl-6Z-octadecenoic acid","C19 H36 O2",296.27159,NA,NA,"17-Methyl-6Z-octadecenoic acid",19,36,2,0,0,0,1.89473684210526,0.105263157894737,-1.68421052631579,108.3,2,0,0,0.0555555555555556,0,"Lipid",3580392.51553656,6903688.81780992,1.92819328826446,0.947249679183759,0.0123005318256116,0.173306779889617,"Upregulated","ERLE"
"93","Feature0689","Crotanecine","C8 H13 N O3",171.08958,"Other",NA,"Crotanecine-peak2",8,13,3,1,0,0,1.625,0.375,-0.5,74.55,3,0,-0.25,0.0909090909090909,-1,"Protein",7307706.35323446,13236221.7855232,1.81126897356305,0.857000802506542,0.0112967210576197,0.173306779889617,"Upregulated","ERLE"
"94","Feature0688","thiodiglycol","C4 H10 O2 S",122.04011,NA,NA,"thiodiglycol",4,10,2,0,1,0,2.5,0.5,-1,88.8,0,-2,-3,-1,-3,"Other",17648733.9630409,3419496.37120022,0.193753069107459,-2.36770893159188,0.005947309064744,0.149375076711941,"Downregulated","ERLE"
"95","Feature0681","Phe-his","C15 H18 N4 O3",302.13799,NA,NA,"Phe-his",15,18,3,4,0,0,1.2,0.2,0,60.3,9,6,0.25,0.368421052631579,2,"Phenol",2759233.00861976,4360443.05107081,1.58030983155424,0.660207437279499,0.0284219168778697,0.209880723233336,"Upregulated","ERLE"
"96","Feature0677",NA,"C14 H27 N O9",353.16869,"Biosynthesis of secondary metabolites;Other",NA,"Feature0677",14,27,9,1,0,0,1.92857142857143,0.642857142857143,-0.428571428571429,72.5142857142857,2,-7,-2,-0.411764705882353,-8,"Amino Sugar",133108.223660053,299102.122873275,2.24705968308281,1.16803844376308,0.0245444941678257,0.202913517900705,"Upregulated","ERLE"
"97","Feature0676","3',4'-Dimethoxyacetophenone","C10 H12 O3",180.07865,"Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other",NA,"3',4'-Dimethoxyacetophenone-peak1",10,12,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714285714286,0.411764705882353,2,"Phenol",18918793.8907942,7752587.15901146,0.409782315075796,-1.28707037140446,0.0367827998660289,0.227967607810908,"Downregulated","ERLE"
"98","Feature0673",NA,"C18 H35 N5 O8",449.24869,NA,NA,"Feature0673",18,35,8,5,0,0,1.94444444444444,0.444444444444444,-0.222222222222222,66.6333333333333,4,-4,-1.8,-0.555555555555556,-9,"Protein",12823097.245512,3685462.50285447,0.287408138010056,-1.79882718235958,0.0299281205140962,0.209880723233336,"Downregulated","ERLE"
"99","Feature0657",NA,"C18 H34 N2 O8",406.23161,NA,NA,"Feature0657",18,34,8,2,0,0,1.88888888888889,0.444444444444444,-0.666666666666667,79.3,3,-5,-0.875,-0.25,-7,"Protein",91068.7282544036,178626.250324322,1.96144443595746,0.971916467148868,0.0180374624417474,0.191421554979227,"Upregulated","ERLE"
"100","Feature0654","Phenyl D-glucopyranosiduronic acid","C12 H14 O7",270.07396,NA,NA,"Phenyl D-glucopyranosiduronic acid-peak2",12,14,7,0,0,0,1.16666666666667,0.583333333333333,0,60.3,6,-1,-0.2,0.294117647058824,-1,"Phenol",12492891.5478858,383620.201760915,0.030707078524654,-5.02528492912116,0.0269027671279241,0.20533948787436,"Downregulated","ERLE"
"101","Feature0651","387122","C12 H18 O",178.13575,NA,NA,"387122",12,18,1,0,0,0,1.5,0.0833333333333333,-1.33333333333333,98.3,4,3,0.272727272727273,0.304347826086957,3,"Lipid",1389875.34045414,5503526.19198511,3.95972648179141,1.98540077954947,0.0336199507030779,0.220594062507915,"Upregulated","ERLE"
"102","Feature0646",NA,"C20 H28 N2 O9",440.17967,NA,NA,"Feature0646",20,28,9,2,0,0,1.4,0.45,-0.2,66,8,-1,-0.333333333333333,0.111111111111111,-3,"Phenol",13494698.3821921,9738693.36614825,0.721668101822833,-0.470592606729028,0.0173895943289192,0.191421554979227,"Downregulated","ERLE"
"103","Feature0638",NA,"C7 H9 O7 P",236.00858,NA,NA,"Feature0638",7,9,7,0,0,1,1.28571428571429,1,0,60.3,4,-3,4,-0.2,-4,"Other",4671421.3725152,1595096.03003604,0.341458391962018,-1.55021830368448,0.0190321758354343,0.191421554979227,"Downregulated","ERLE"
"104","Feature0633","Erythritol","C4 H10 O4",122.05787,"ABC transporters",NA,"Erythritol",4,10,4,0,0,0,2.5,1,-0.5,74.55,0,-4,-Inf,-1,-4,"Carbohydrate",18981113.5374668,28486836.6475814,1.50079902274181,0.585730793542946,0.0397458755000696,0.229430808387016,"Upregulated","ERLE"
"105","Feature0629","N-Acetyl-L-histidine","C8 H11 N3 O3",197.08007,NA,NA,"N-Acetyl-L-histidine",8,11,3,3,0,0,1.375,0.375,0.5,46.05,5,2,-0.5,0.142857142857143,-1,"Phenol",5044453.85960488,3077960.54357688,0.610167250854381,-0.712723345809676,0.0312389311764413,0.209880723233336,"Downregulated","ERLE"
"106","Feature0626",NA,"C6 H2 O4",137.99529,NA,NA,"Feature0626",6,2,4,0,0,0,0.333333333333333,0.666666666666667,1,31.8,6,2,1,1,2,"Condensed HC",5556089.69188205,12012367.1409284,2.16201821912262,1.11237868057816,0.0022866778388206,0.130243138638824,"Upregulated","ERLE"
"107","Feature0623","N-Acetylglucosamine 1-phosphate","C8 H16 N O9 P",301.05635,"Metabolic pathways;Other","Other","N-Acetylglucosamine 1-phosphate",8,16,9,1,0,1,2,1.125,0,60.3,2,-7,3,-3,-9,"Carbohydrate",6222915.88098755,2961623.70322024,0.475922181797232,-1.0712023976424,0.025262151817256,0.202913517900705,"Downregulated","ERLE"
"108","Feature0619",NA,"C10 H24 N2 O6 S",300.13557,NA,NA,"Feature0619",10,24,6,2,1,0,2.4,0.6,-0.4,71.7,0,-6,-9,-1.5,-9,"Other",1843371.64344536,4076791.16995881,2.21159481564937,1.14508709488629,0.0240479675330141,0.202913517900705,"Upregulated","ERLE"
"109","Feature0607","Leucyltryptophan","C17 H23 N3 O3",317.17403,NA,NA,"Leucyltryptophan",17,23,3,3,0,0,1.35294117647059,0.176470588235294,-0.470588235294118,73.7117647058824,8,5,0.181818181818182,0.28,2,"Phenol",3288055.93712647,6175053.60071979,1.8780257145249,0.909216816965902,0.00710642172225835,0.153334714853344,"Upregulated","ERLE"
"110","Feature0601",NA,"C17 H32 N2 O8",392.21597,NA,NA,"Feature0601",17,32,8,2,0,0,1.88235294117647,0.470588235294118,-0.588235294117647,77.0647058823529,3,-5,-1,-0.272727272727273,-7,"Protein",10300685.3025094,5512860.59785868,0.535193575568767,-0.901867296827848,0.00497294987384995,0.143534221997925,"Downregulated","ERLE"
"111","Feature0600","Maleic acid","C4 H4 O4",116.01093,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Phenylalanine metabolism;Tyrosine metabolism;Other","Anaerobic aromatic compound degradation (Thauera aromatica);Superpathway of purine nucleotide salvage;Other","Maleic acid",4,4,4,0,0,0,1,1,1,31.8,3,-1,-Inf,0.5,-1,"Other",319020.31972509,582551.431654955,1.82606371956795,0.868737108312707,0.00540739639999867,0.149375076711941,"Upregulated","ERLE"
"112","Feature0593",NA,"C18 H34 N2 O8",406.23163,NA,NA,"Feature0593",18,34,8,2,0,0,1.88888888888889,0.444444444444444,-0.666666666666667,79.3,3,-5,-0.875,-0.25,-7,"Protein",6536083.81363472,4594180.19017881,0.702894932374495,-0.508619041252028,0.00972737746798712,0.167909500293562,"Downregulated","ERLE"
"113","Feature0582","DL-Lactic Acid","C3 H6 O3",90.03171,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other","Other","DL-Lactic Acid",3,6,3,0,0,0,2,1,0,60.3,1,-2,-Inf,-0.333333333333333,-2,"Carbohydrate",6356431.29656091,3098296.82958561,0.48742709313352,-1.03674165087773,0.0253189772781628,0.202913517900705,"Downregulated","ERLE"
"114","Feature0580","thr-pro","C9 H16 N2 O4",216.111,"Metabolic pathways;Other","Other","thr-pro-peak1",9,16,4,2,0,0,1.77777777777778,0.444444444444444,-0.222222222222222,66.6333333333333,3,-1,-1,-0.2,-3,"Protein",3141759.98650875,2011826.40366196,0.640350126139835,-0.643067147390296,0.00945953532782724,0.167909500293562,"Downregulated","ERLE"
