FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,O,NA,F,N,Cl,P,S,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,control_means,treatment_means,log2FC,pval,pval.adj,Comment,isolate
Feature0247,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak2",12,20,10,0,0,0,0,0,0,1.666666667,0.833333333,0,60.3,3,-7,-3.5,-0.285714286,-7,Carbohydrate,Missing ions,29.39800293,27.1475384,-2.250464526,3.91E-13,2.83E-12,Downregulated,1246
Feature0246,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,10,0,0,0,0,0,0,1.666666667,0.833333333,0,60.3,3,-7,-3.5,-0.285714286,-7,Carbohydrate,Missing ions,27.14243682,25.58803649,-1.554400328,9.21E-09,3.42E-08,Downregulated,1246
Feature0237,Choline,C5 H13 N O,103.09967,NA,Choline,5,13,1,0,0,1,0,0,0,2.6,0.2,-1.6,105.9,0,-1,-0.666666667,-0.428571429,-2,Other,Missing ions,29.28118686,27.38264403,-1.898542838,4.46E-16,7.22E-15,Downregulated,1246
Feature0236,Choline O-Sulfate,C5 H13 N O4 S,183.05656,ABC transporters,Choline O-Sulfate,5,13,4,0,0,1,0,0,1,2.6,0.8,0,60.3,0,-4,6,-4,-6,Other,Missing ions,25.80895065,29.78471476,3.975764111,1.65E-13,1.32E-12,Upregulated,1246
Feature0229,D-(+)-Glucose,C6 H12 O6,197.08999,NA,D-(+)-Glucose,6,12,6,0,0,0,0,0,0,2,1,0,60.3,1,-5,#NAME?,-0.666666667,-5,Carbohydrate,Missing ions,30.3655917,29.79656134,-0.569030364,0.011091262,0.017087379,Downregulated,1246
Feature0227,D-(+)-Maltose,C12 H22 O11,364.09813,NA,D-(+)-Maltose,12,22,11,0,0,0,0,0,0,1.833333333,0.916666667,0,60.3,2,-9,-9,-0.538461538,-9,Carbohydrate,No gap,27.99906473,28.58959176,0.590527023,4.71E-04,8.41E-04,Upregulated,1246
Feature0224,D-Glucose 6-phosphate,C6 H13 O9 P,260.02972,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Central carbon metabolism in cancer;Other",D-Glucose 6-phosphate,6,13,9,0,0,0,0,1,0,2.166666667,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,Missing ions,25.98232645,26.47854812,0.496221669,6.58E-06,1.42E-05,Upregulated,1246
Feature0220,D-Raffinose isomer 1,C18 H32 O16,521.19564,NA,D-Raffinose isomer 1,18,32,16,0,0,0,0,0,0,1.777777778,0.888888889,0,60.3,3,-13,-6.5,-0.5,-13,Carbohydrate,No gap,29.0895525,27.47832651,-1.611225986,5.81E-14,5.24E-13,Downregulated,1246
Feature0214,"DL-2,6-Diaminopimelic acid",C7 H14 N2 O4,190.09538,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;D-Amino acid metabolism;Other,"DL-2,6-Diaminopimelic acid",7,14,4,0,0,2,0,0,0,2,0.571428571,0,60.3,2,-2,-4,-0.666666667,-4,AminoSugar,No gap,23.6671071,26.5469973,2.879890197,7.71E-15,9.02E-14,Upregulated,1246
Feature0212,DL-Carbidopa,C10 H14 N2 O4,226.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,DL-Carbidopa,10,14,4,0,0,2,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.166666667,-1,Phenol,Missing ions,27.39319873,28.82318364,1.429984918,8.06E-11,4.03E-10,Upregulated,1246
Feature0211,DL-Carnitine,C7 H15 N O3,161.10522,Other,DL-Carnitine,7,15,3,0,0,1,0,0,0,2.142857143,0.428571429,-0.857142857,84.72857143,1,-2,-1,-0.333333333,-3,Protein,No gap,22.94197016,27.76807005,4.826099892,4.38E-11,2.38E-10,Upregulated,1246
Feature0204,Glucosamine,C6 H13 N O5,179.07941,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Glucosamine,6,13,5,0,0,1,0,0,0,2.166666667,0.833333333,0,60.3,1,-4,#NAME?,-1,-5,Carbohydrate,No gap,22.17854645,24.92751035,2.748963904,1.04E-14,1.17E-13,Upregulated,1246
Feature0186,Kanosamine,C6 H13 N O5,161.06907,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,Kanosamine,6,13,5,0,0,1,0,0,0,2.166666667,0.833333333,0,60.3,1,-4,#NAME?,-1,-5,Carbohydrate,No gap,24.91715276,25.33038025,0.413227496,9.14E-04,0.001575661,Upregulated,1246
Feature0183,L-alpha-Glycerylphosphorylcholine,C8 H20 N O6 P,257.10283,NA,L-alpha-Glycerylphosphorylcholine,8,20,6,0,0,1,0,1,0,2.5,0.75,-1.25,95.925,0,-6,#NAME?,-1.666666667,-8,Carbohydrate,Missing ions,28.87424077,29.28493052,0.410689742,5.36E-06,1.19E-05,Upregulated,1246
Feature0182,L-Aspartic acid,C4 H7 N O4,133.03749,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,L-Aspartic acid,4,7,4,0,0,1,0,0,0,1.75,1,1,31.8,2,-2,3,-1,-3,Carbohydrate,No gap,25.61867985,24.85663317,-0.762046677,3.34E-04,6.08E-04,Downregulated,1246
Feature0173,L-Phenylalanine,C9 H11 N O2,165.07901,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Protein digestion and absorption;Phenylalanine, tyrosine and tryptophan biosynthesis;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of various plant secondary metabolites;D-Amino acid metabolism;Cyanoamino acid metabolism;Other",L-Phenylalanine,9,11,2,0,0,1,0,0,0,1.222222222,0.222222222,-0.444444444,72.96666667,5,3,0.333333333,0.428571429,2,Phenol,Missing ions,28.90986825,27.51059921,-1.399269036,6.38E-08,2.00E-07,Downregulated,1246
Feature0172,L-Pyroglutamic acid,C5 H7 N O3,129.04256,Metabolic pathways;Biosynthesis of secondary metabolites;D-Amino acid metabolism;Other,L-Pyroglutamic acid,5,7,3,0,0,1,0,0,0,1.4,0.6,0.4,48.9,3,0,-1,0.2,-1,Phenol,Missing ions,28.0059835,28.618071,0.612087494,1.36E-04,2.59E-04,Upregulated,1246
Feature0150,methoxyresorcinol,C7 H8 O3,140.04735,Microbial metabolism in diverse environments;Other,methoxyresorcinol,7,8,3,0,0,0,0,0,0,1.142857143,0.428571429,-0.285714286,68.44285714,4,1,0.25,0.454545455,1,Phenol,No gap,19.68352703,29.61172873,9.928201704,3.26E-16,5.99E-15,Upregulated,1246
Feature0149,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,NA,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",11,15,7,0,0,1,0,0,0,1.363636364,0.636363636,0.181818182,55.11818182,5,-2,-1,0.076923077,-3,Phenol,No gap,26.84706059,28.05386745,1.206806859,2.18E-12,1.41E-11,Upregulated,1246
Feature0131,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",C8 H13 N O6,219.0743,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",8,13,6,0,0,1,0,0,0,1.625,0.75,0.25,53.175,3,-3,-4,-0.25,-4,Carbohydrate,No gap,25.3723107,25.69769948,0.325388779,0.025852105,0.036646025,Upregulated,1246
Feature0112,NP-007065,C8 H10 O3,154.06301,Microbial metabolism in diverse environments;Other,NP-007065,8,10,3,0,0,0,0,0,0,1.25,0.375,-0.5,74.55,4,1,0.2,0.384615385,1,Phenol,No gap,20.8025376,26.14132001,5.338782409,5.73E-16,8.76E-15,Upregulated,1246
Feature0110,NP-011220,C11 H18 N2 O2,210.13681,NA,NP-011220,11,18,2,0,0,2,0,0,0,1.636363636,0.181818182,-0.727272727,81.02727273,4,2,0,0.125,0,Lipid,No gap,25.95172787,26.27183544,0.320107579,3.85E-04,6.93E-04,Upregulated,1246
Feature0083,Proline,C5 H9 N O2,115.06328,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other,Proline,5,9,2,0,0,1,0,0,0,1.8,0.4,-0.4,71.7,2,0,-0.5,0,-1,Protein,No gap,28.40645362,26.89829125,-1.508162371,3.51E-08,1.13E-07,Downregulated,1246
Feature0080,PYRIDOXAMINE,C8 H12 N2 O2,168.08991,Metabolic pathways;Microbial metabolism in diverse environments;Other,PYRIDOXAMINE,8,12,2,0,0,2,0,0,0,1.5,0.25,-0.25,67.425,4,2,0,0.2,0,Lipid,No gap,25.51792951,25.8588113,0.34088179,1.49E-05,3.07E-05,Upregulated,1246
Feature0078,Pyrogallol,C6 H6 O3,126.03166,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Pyrogallol,6,6,3,0,0,0,0,0,0,1,0.5,0,60.3,4,1,0.333333333,0.555555556,1,Phenol,No gap,25.94851231,24.21434765,-1.734164655,5.34E-06,1.19E-05,Downregulated,1246
Feature0076,Pyrone,C5 H4 O2,96.02111,Metabolic pathways;Microbial metabolism in diverse environments;Other,Pyrone,5,4,2,0,0,0,0,0,0,0.8,0.4,0,60.3,4,2,0.666666667,0.75,2,CondensedHC,No gap,26.11845507,23.8957131,-2.222741969,6.88E-08,2.13E-07,Downregulated,1246
Feature0074,NA,NA,566.21535,Biosynthesis of secondary metabolites;Other,Feature0074,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,20.73851754,31.65037381,10.91185626,6.32E-21,3.86E-19,Upregulated,1246
Feature0073,NA,NA,178.06303,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Feature0073,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,Missing ions,20.8894425,29.45661737,8.567174873,3.67E-22,2.88E-20,Upregulated,1246
Feature0070,NA,NA,313.07741,NA,Feature0070,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,26.36548745,27.4594639,1.09397645,1.43E-11,8.25E-11,Upregulated,1246
Feature0069,NA,NA,310.06652,NA,Feature0069,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,27.87402643,26.31511111,-1.558915319,0.003782508,0.006100819,Downregulated,1246
Feature0067,NA,NA,184.0348,NA,Feature0067,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,24.47961972,27.16121442,2.681594694,1.04E-14,1.17E-13,Upregulated,1246
Feature0064,NA,NA,376.259,NA,Feature0064,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,19.33235272,24.61020206,5.277849333,9.98E-14,8.45E-13,Upregulated,1246
Feature0059,NA,NA,178.06303,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Feature0059,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,21.56388301,27.48782419,5.923941172,3.80E-16,6.59E-15,Upregulated,1246
Feature0051,NA,NA,178.06303,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Feature0051,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,21.22220007,26.87551886,5.653318787,4.10E-16,6.84E-15,Upregulated,1246
Feature0040,NA,NA,276.08212,NA,Feature0040,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,23.24080421,24.07049044,0.82968623,0.002169244,0.003582836,Upregulated,1246
Feature0029,NA,NA,318.14293,NA,Feature0029,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,24.18718761,24.55824921,0.371061594,0.006030602,0.009531124,Upregulated,1246
Feature0020,Stavudine,C10 H12 N2 O4,224.07968,Metabolic pathways;Biosynthesis of cofactors;Other,Stavudine,10,12,4,0,0,2,0,0,0,1.2,0.4,0.2,54.6,6,2,0,0.333333333,0,Phenol,No gap,19.91370691,25.92399761,6.010290704,1.19E-18,3.84E-17,Upregulated,1246
Feature0018,Tetrolic Acid,C4 H4 O2,84.02115,Metabolic pathways;Other,Tetrolic Acid,4,4,2,0,0,0,0,0,0,1,0.5,0,60.3,3,1,0.5,0.666666667,1,Phenol,No gap,26.84282136,26.50273317,-0.340088187,0.00680342,0.01066063,Downregulated,1246
Feature0013,Trigonelline,C7 H7 N O2,137.04767,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Other",Trigonelline,7,7,2,0,0,1,0,0,0,1,0.285714286,0,60.3,5,3,0.5,0.6,2,Phenol,No gap,25.91024604,25.59221272,-0.318033316,0.014444695,0.021706509,Downregulated,1246
Feature0003,α-Lactose isomer,C12 H22 O11,359.14284,NA,α-Lactose isomer,12,22,11,0,0,0,0,0,0,1.833333333,0.916666667,0,60.3,2,-9,-9,-0.538461538,-9,Carbohydrate,Missing ions,31.4217486,30.62518159,-0.796567012,1.35E-04,2.59E-04,Downregulated,1246
Feature0001,Υ-Aminobutyric acid (GABA),C4 H9 N O2,103.06331,Metabolic pathways;Microbial metabolism in diverse environments;Other,Υ-Aminobutyric acid (GABA),4,9,2,0,0,1,0,0,0,2.25,0.5,-0.5,74.55,1,-1,-2,-0.5,-2,Protein,Missing ions,26.86804937,25.89652781,-0.971521561,4.04E-06,9.20E-06,Downregulated,1246
Feature0548,NA,C14 H10 F N O2,243.07186,NA,Feature0548,14,10,2,0,1,1,0,0,0,0.714285714,0.142857143,-0.214285714,66.40714286,10.5,8.5,0.681818182,0.708333333,7.5,CondensedHC,No gap,19.664149,22.38951418,2.725365177,5.83E-06,1.28E-05,Upregulated,1246
Feature0544,NA,C14 H10 F N O2,221.08991,Metabolic pathways;ABC transporters;Other,Feature0544,14,10,2,0,1,1,0,0,0,0.714285714,0.142857143,-0.214285714,66.40714286,10.5,8.5,0.681818182,0.708333333,7.5,CondensedHC,Missing ions,20.96475145,24.3050089,3.340257453,3.83E-16,6.59E-15,Upregulated,1246
Feature0542,NA,C23 H38 O5,376.259,NA,Feature0542,23,38,5,0,0,0,0,0,0,1.652173913,0.217391304,-1.217391304,94.99565217,5,0,0,0.12195122,0,Lipid,No gap,20.62265808,24.11921313,3.496555053,1.98E-07,5.70E-07,Upregulated,1246
Feature0522,NA,C19 H20 N4 O2,318.1539,NA,Feature0522,19,20,2,0,0,4,0,0,0,1.052631579,0.105263158,-0.210526316,66.3,12,10,0.461538462,0.5,6,UnsaturatedHC,No gap,23.69495067,24.54097735,0.846026684,7.78E-06,1.67E-05,Upregulated,1246
Feature0501,NA,C10 H10 N2 O2,190.06944,NA,Feature0501,10,10,2,0,0,2,0,0,0,1,0.2,0,60.3,7,5,0.5,0.571428571,3,Phenol,No gap,23.44547494,22.76374056,-0.681734374,2.76E-05,5.49E-05,Downregulated,1246
Feature0490,"?,?'-diglycerol",C6 H14 O5,166.08414,NA,"?,?'-diglycerol",6,14,5,0,0,0,0,0,0,2.333333333,0.833333333,-0.666666667,79.3,0,-5,-5,-0.714285714,-5,Carbohydrate,No gap,20.26666745,22.89628878,2.629621334,1.90E-08,6.40E-08,Upregulated,1246
Feature0479,[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],NA,172.07118,NA,[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,19.02811537,23.42372453,4.395609167,2.31E-14,2.31E-13,Upregulated,1246
Feature0473,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: -36.0235 Da]",C11 H19 O3 P3,292.05592,NA,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: -36.0235 Da]-peak2",11,19,3,0,0,0,0,3,0,1.727272727,0.272727273,-2.545454545,132.8454545,4,1,-0.4,-0.076923077,-2,Lipid,No gap,19.89164506,17.9331017,-1.958543354,6.09E-07,1.59E-06,Downregulated,1246
Feature0467,[Similar to: (3S)-N-Phenyl-3-[5-(trifluoromethyl)-1H-benzimidazol-2-yl]-1-pyrrolidinecarboxamide; ΔMass: 83.0079 Da],C16 H27 N O14,457.14331,NA,[Similar to: (3S)-N-Phenyl-3-[5-(trifluoromethyl)-1H-benzimidazol-2-yl]-1-pyrrolidinecarboxamide; ΔMass: 83.0079 Da],16,27,14,0,0,1,0,0,0,1.6875,0.875,0.25,53.175,4,-10,-11,-0.5,-11,Carbohydrate,No gap,25.45568593,21.96215853,-3.493527405,2.99E-07,8.32E-07,Downregulated,1246
Feature0463,[Similar to: 1-methyl-3-phenyl-1H-pyrazol-5-amine; ΔMass: 115.9834 Da],C9 H18 N5 P3,289.07872,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Other,[Similar to: 1-methyl-3-phenyl-1H-pyrazol-5-amine; ΔMass: 115.9834 Da],9,18,0,0,0,5,0,3,0,2,0,-2,117.3,5,5,-3,-3,-3,Lipid,No gap,22.10165589,24.45333451,2.351678615,8.74E-14,7.63E-13,Upregulated,1246
Feature0461,"[Similar to: 1,4:3,6-Dianhydro-2,5-dideoxy-2-{5-[3-(dimethylamino)phenoxy]-1H-tetrazol-1-yl}-5-[(1-naphthylcarbamoyl)amino]-L-iditol; ΔMass: -343.1569 Da]",NA,158.05552,NA,"[Similar to: 1,4:3,6-Dianhydro-2,5-dideoxy-2-{5-[3-(dimethylamino)phenoxy]-1H-tetrazol-1-yl}-5-[(1-naphthylcarbamoyl)amino]-L-iditol; ΔMass: -343.1569 Da]",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,19.56671141,21.53387583,1.967164422,2.59E-07,7.29E-07,Upregulated,1246
Feature0460,"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]",NA,172.07118,NA,"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]-peak2",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,19.27496155,25.67709479,6.402133235,1.65E-08,5.80E-08,Upregulated,1246
Feature0459,"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]",NA,172.07118,NA,"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]-peak1",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,18.97407025,22.64262686,3.668556606,1.05E-10,5.12E-10,Upregulated,1246
Feature0400,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,NA,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],6,11,7,0,0,1,0,0,0,1.833333333,1.166666667,1,31.8,2,-5,3,-1.666666667,-6,Carbohydrate,No gap,28.51280024,28.88106793,0.368267693,3.80E-04,6.86E-04,Upregulated,1246
Feature0313,"2,4-Pentadienoic acid",C5 H6 O2,98.03676,Microbial metabolism in diverse environments;Other,"2,4-Pentadienoic acid",5,6,2,0,0,0,0,0,0,1.2,0.4,-0.4,71.7,3,1,0.333333333,0.5,1,Phenol,No gap,23.56660219,22.3018444,-1.264757787,2.48E-05,4.98E-05,Downregulated,1246
Feature0293,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,3,0,0,0,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,No gap,18.96324659,17.15443036,-1.808816227,2.84E-06,6.65E-06,Downregulated,1246
Feature0281,4-Phenylbutyric acid,C10 H12 O2,164.08376,Metabolic pathways;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Degradation of aromatic compounds;Other,4-Phenylbutyric acid,10,12,2,0,0,0,0,0,0,1.2,0.2,-0.8,83.1,5,3,0.375,0.444444444,3,Phenol,No gap,22.30592006,20.64427707,-1.661642991,8.52E-04,0.001474241,Downregulated,1246
Feature0279,"5-acetamido-3,5-dideoxy-L-arabino-hept-2-ulopyranosonic acid",C9 H15 N O7,249.08483,NA,"5-acetamido-3,5-dideoxy-L-arabino-hept-2-ulopyranosonic acid",9,15,7,0,0,1,0,0,0,1.666666667,0.777777778,0.222222222,53.96666667,3,-4,-5,-0.333333333,-5,Carbohydrate,Missing ions,25.30369735,24.42878349,-0.874913859,6.30E-06,1.37E-05,Downregulated,1246
Feature0261,Adenosine,C10 H13 N5 O4,267.09675,Metabolic pathways;ABC transporters;Other,Adenosine,10,13,4,0,0,5,0,0,0,1.3,0.4,1,31.8,7,3,-2,0,-2,Phenol,No gap,22.37070062,25.60118823,3.230487609,4.08E-05,8.05E-05,Upregulated,1246
Feature0250,benzylidenemethylamine,C8 H9 N,119.07346,NA,benzylidenemethylamine,8,9,0,0,0,1,0,0,0,1.125,0,-0.75,81.675,5,5,0.571428571,0.571428571,4,UnsaturatedHC,No gap,26.09480347,24.91148357,-1.1833199,1.04E-06,2.62E-06,Downregulated,1246
Feature0240,Caffeic acid,C9 H8 O4,180.04228,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Caffeic acid,9,8,4,0,0,0,0,0,0,0.888888889,0.444444444,0,60.3,6,2,0.4,0.571428571,2,Phenol,No gap,20.53341801,18.42964493,-2.103773081,1.27E-06,3.11E-06,Downregulated,1246
Feature0212,DL-Carbidopa,C10 H14 N2 O4,226.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,DL-Carbidopa,10,14,4,0,0,2,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.166666667,-1,Phenol,No gap,27.39319873,28.82318364,1.429984918,8.06E-11,4.03E-10,Upregulated,1246
Feature0210,DL-Stachydrine,C7 H13 N O2,143.09464,ABC transporters,DL-Stachydrine,7,13,2,0,0,1,0,0,0,1.857142857,0.285714286,-0.857142857,84.72857143,2,0,-0.25,0,-1,Lipid,No gap,21.18873597,22.06318698,0.874451016,0.024911557,0.035495741,Upregulated,1246
Feature0208,DL-Tryptophan isomer 1,C11 H12 N2 O2,187.06332,Microbial metabolism in diverse environments;Other,DL-Tryptophan isomer 1,11,12,2,0,0,2,0,0,0,1.090909091,0.181818182,-0.181818182,65.48181818,7,5,0.428571429,0.5,3,Phenol,No gap,27.08208558,26.61310372,-0.468981854,0.009083018,0.014106315,Downregulated,1246
Feature0202,Glycerol 3-phosphate,C3 H9 O6 P,172.01368,Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Other,Glycerol 3-phosphate,3,9,6,0,0,0,0,1,0,3,2,-0.666666667,79.3,0,-6,1.75,4,-7,Other,No gap,23.05299223,22.63818676,-0.414805467,0.003650105,0.005904581,Downregulated,1246
Feature0183,L-alpha-Glycerylphosphorylcholine,C8 H20 N O6 P,257.10283,NA,L-alpha-Glycerylphosphorylcholine,8,20,6,0,0,1,0,1,0,2.5,0.75,-1.25,95.925,0,-6,#NAME?,-1.666666667,-8,Carbohydrate,No gap,28.87424077,29.28493052,0.410689742,5.36E-06,1.19E-05,Upregulated,1246
Feature0177,L-Glutamine,C5 H10 N2 O3,146.06915,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other,L-Glutamine,5,10,3,0,0,2,0,0,0,2,0.6,0.4,48.9,2,-1,#NAME?,-1,-3,AminoSugar,Missing ions,23.25635063,26.38508009,3.128729461,1.23E-08,4.47E-08,Upregulated,1246
Feature0173,L-Phenylalanine,C9 H11 N O2,165.07901,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Protein digestion and absorption;Phenylalanine, tyrosine and tryptophan biosynthesis;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of various plant secondary metabolites;D-Amino acid metabolism;Cyanoamino acid metabolism;Other",L-Phenylalanine,9,11,2,0,0,1,0,0,0,1.222222222,0.222222222,-0.444444444,72.96666667,5,3,0.333333333,0.428571429,2,Phenol,No gap,28.90986825,27.51059921,-1.399269036,6.38E-08,2.00E-07,Downregulated,1246
