Checked,Tags,Name,KEGG compound names,KEGG Ids,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,KEGG Pathways,MS2,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 57_CTRL_1246.3,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 19_CTRL_1246.2,Area: 14_CTRL_1177.3,Area: 10_CTRL_1154.3,Area: 2_CTRL_CTRL.2,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 38_BOCU_1177.2,Gap Status: 14_CTRL_1177.3,Gap Status: 10_CTRL_1154.3,Gap Status: 2_CTRL_CTRL.2
TRUE,,[Similar to: NP-016755; ΔMass: -960.7865 Da],NA,NA,C6 H4 N10,Full match,Invalid mass,No results,No results,-4.94,216.06097,2.394,74545520.86,0,5,,,95.9,,DDA for preferred ion,41261236.49,41737739.25,37412745.28,37147697.22,25554116.66,63741754.68,59747498.53,65128880.06,49030736.64,51011925.79,32228096.69,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap
TRUE,,[Similar to: NP-016129; ΔMass: -205.0627 Da],NA,NA,C6 H15 N O7,Full match,Invalid mass,No results,No results,-0.12,213.08483,1.199,357113074.1,0,37,,,75.3,,DDA for preferred ion,5045779.363,2060618.291,6339275.788,1988807.227,499294.5555,12058187.77,13228537.74,9481312.281,1995002.989,578534.909,12656648.94,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: NP-015005; ΔMass: -441.3129 Da],NA,NA,C28 H47 N O14 P2,Full match,Invalid mass,No results,No results,2.04,683.24858,1.704,311800493.5,0,228,,,99.3,,DDA for preferred ion,46460818.9,4537963.014,58319974.72,1161946.64,1729607.184,311800493.5,230093910.3,66343852.35,1059927.477,1646092.057,278644338.7,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: NP-015005; ΔMass: -441.3129 Da],NA,NA,C25 H41 N5 O17,Full match,Invalid mass,No results,No results,-1.69,683.24859,1.884,303956853.8,0,281,,,99,,DDA for preferred ion,35543139.17,3642198.506,56747064.75,2522221.196,4252566.302,163091397.4,131103359.5,75958683.31,1763640.803,2549048.293,128157147.4,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: NP-010746; ΔMass: 146.0345 Da],NA,NA,C25 H29 N4 O9 P,Full match,Invalid mass,No results,No results,-2.21,560.16598,19.192,99010862.14,0,24,,,90.7,,DDA for preferred ion,99010862.14,400360.4361,74122840,383646.1157,499090.4834,533191.4494,571263.9947,66619313.45,253620.8923,333014.1304,546633.7001,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap
TRUE,,[Similar to: NP-004022; ΔMass: 150.0295 Da],NA,NA,C27 H24 N6 O8,Full match,Invalid mass,No results,No results,0.8,560.16601,18.894,252953679.4,0,38,,,86.2,,DDA for preferred ion,252861096.2,189955.4066,241873033.1,209671.8879,192394.7924,194395.8611,200296.0846,224158198.3,211915.2947,201064.0108,206849.6993,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],NA,NA,C7 H11 N7 O4,Full match,Unused,No results,No results,1.01,257.08751,2.771,159912906.8,0,18,,,99.9,,DDA for preferred ion,15118868.22,48643941.48,6097684.666,147939119.7,75257261.21,330507.4375,641620.5082,18476708.63,26811740.51,24483713.72,255250.3086,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap
TRUE,,[Similar to: N-Acetylneuraminic acid; ΔMass: 120.0423 Da],NA,NA,C16 H23 N5 O9,Full match,Invalid mass,No results,No results,-2.98,429.1483,1.225,60693831.33,0,2,,,66.9,,DDA for preferred ion,1124002.775,12029177.57,2040734.672,4210891.406,6114734.105,55206234.22,49557288.58,3625975.671,3174442.349,8910579.75,47724782.1,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0423 Da],NA,NA,C17 H19 N9 O5,Full match,Invalid mass,No results,No results,-3.13,429.14957,6.56,48232843.99,0,20,,,68.5,,DDA for preferred ion,4848531.024,1989614.861,39872268.34,2087247.539,1253350.619,69357.39212,2433534.646,1529728.557,1815319.252,1419436.954,67502.63885,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0422 Da],NA,NA,C16 H23 N5 O9,Full match,Invalid mass,No results,No results,-0.06,429.14955,6.525,49723882.66,0,10,,,66.6,,DDA for preferred ion,130231.7526,825057.2649,1909129.161,2087247.539,1253350.619,2747933.759,2433534.646,30632144.7,1046852.38,949754.7693,2525895.808,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: Muramic acid; ΔMass: 162.0529 Da],NA,NA,C15 H27 N O12,Full match,Invalid mass,No results,No results,0.21,413.15341,1.293,274097242.9,0,3,,,70.2,,DDA for preferred ion,9574786.361,40565079.72,15513720.66,21661274.65,19571700.31,266857583.3,225421914.4,35633754.25,16260605.04,30011088.13,188959762.6,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: Maltotriose; ΔMass: -251.0528 Da],NA,NA,C9 H19 N O7,Full match,Invalid mass,No results,No results,0.17,253.11619,2.623,434558122.7,0,263,,,91.7,,DDA for preferred ion,281783903.6,95731065.1,312787258.4,18454954.69,856022.7639,327387429,280832938.8,369533758.5,203036134.9,108588421.4,303225176.5,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap
TRUE,,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],NA,NA,C6 H15 N O4 S,Full match,Invalid mass,No results,No results,0.19,197.07222,1.345,34676811.03,0,12,,,78.2,,DDA for preferred ion,76724.00446,20955447.33,112298.3537,34676811.03,14864298.97,320330.6102,255732.3012,125051.0028,5145680.583,10750696.31,254822.2992,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: HQH; ΔMass: 27.9858 Da],NA,NA,C12 H34 N8 O2 P2 S2,Full match,Invalid mass,No results,No results,1.31,448.17272,1.182,51358302.53,0,1,,,67.9,,DDA for preferred ion,50346779,527174.7627,51358302.53,868080.0927,1788422.691,826510.3836,754946.3483,49276544.14,602716.4752,599875.7483,710038.8042,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],NA,NA,C4 H11 O6 P,Full match,Invalid mass,No results,No results,0.21,186.02936,1.381,34927608.46,0,4,,,93.6,,DDA for preferred ion,226569.2581,22189233.07,741949.4549,31723016.63,20315317.48,197235.5677,187999.8484,893772.1212,22934903.49,9956526.617,189494.6676,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],NA,NA,C3 H5 Cl N2 O4 S,Full match,Invalid mass,No results,No results,-0.41,199.96577,0.847,122474660.6,0,1,,,66.4,,DDA for preferred ion,57755628.48,74213480.62,65025874.97,84667317.61,48709210.85,110093176,83037260.71,79988425.67,71452525.56,62416790.6,86341603.45,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap
TRUE,,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],NA,NA,C3 H7 Cl N2 O5 S,Full match,Invalid mass,No results,No results,-0.42,217.97633,0.847,274355522.7,0,1,,,62.6,,DDA for preferred ion,109043725,161244897.2,146181826.9,188150279.7,109003061.8,238486068.9,186723721.1,174959574.4,166754708.2,149654094,199102884.7,Full gap,No gap,No gap,No gap,Missing ions,Missing ions,Missing ions,No gap,Missing ions,No gap,No gap
TRUE,,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],NA,NA,C8 H19 N O6,Full match,Invalid mass,No results,No results,0.06,225.12125,4.186,278744753.6,0,218,,,93.8,,DDA for preferred ion,8690767.064,39045340.21,10575490.6,14991897.32,48900.68033,7913128.78,7034282.218,14626027.56,131596563.8,55175037.3,6976231.504,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
TRUE,,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],NA,NA,C7 H17 N O6,Full match,Invalid mass,No results,No results,-0.05,211.10558,1.911,53832878.48,0,110,,,90,,DDA for preferred ion,38679199.87,8974703.896,41094792.66,12986026.23,6931033.317,1405513.769,475857.9783,36010390.85,5223066.327,6062970.522,1316155.32,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: Cytidine 5'-diphosphocholine; ΔMass: -305.0412 Da],NA,NA,C5 H14 N O4 P,Full match,Invalid mass,No results,No results,0.28,183.0661,1.098,123598738.1,0,30,,,97.8,,DDA for preferred ion,34362281.57,259299.8897,34831105.02,1929859.682,1581937.177,6273083.373,2084841.401,35097591.07,520017.9904,1020557.468,3611948.925,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap
TRUE,,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],NA,NA,C6 H11 N O7,Full match,Invalid mass,No results,No results,-0.12,209.05353,2.72,1053375229,0,30,,,80.2,,DDA for preferred ion,789888069,305290998.1,867246684.9,231988053.3,215677143.8,838917296.9,721840190.1,950451201.9,131596102.5,310465486.6,746995881.3,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,Full gap,No gap
TRUE,,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],NA,NA,C16 H29 N O12,Full match,Invalid mass,No results,No results,-0.1,427.16893,1.357,746104232.2,0,4,,,68.3,,DDA for preferred ion,21175047.25,682945.1182,99747419.31,2026894.264,1520841.662,746104232.2,635866198.4,221008012.3,1676402.411,442444.654,660554013,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",NA,NA,C30 H44 O15 P2,Full match,Invalid mass,No results,No results,-1.38,706.21457,1.338,107432213,0,25,,,99.3,,DDA for preferred ion,33973872.54,152013.9633,31719742.48,498779.3351,115247.6057,77801955.82,92903071.87,36843132.51,677694.6428,556197.3699,77571739.17,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",NA,NA,C11 H14 N10 O6,Full match,Invalid mass,No results,No results,-2.53,382.10881,1.158,37583874.31,0,45,,,97.4,,DDA for preferred ion,12153136.32,668316.371,18833449.16,997041.6978,624118.6101,22582712.92,28012453.16,24713412.93,781660.756,739087.8845,23366046.73,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",NA,NA,C8 H14 N6 O5,Full match,Invalid mass,No results,No results,1.07,274.10286,7.073,265770876.2,0,16,,,99.9,,DDA for preferred ion,4373698.123,215346.6335,15489169.25,154728.8187,59357.87842,28379601.04,23369953.08,19976271.31,7067252.651,2803262.966,24753494.31,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",NA,NA,C8 H14 N6 O5,Full match,Invalid mass,No results,No results,1.13,274.10288,6.359,114084633.7,0,22,,,99.8,,DDA for preferred ion,53351658.94,806390.1713,57485765.44,9562299.549,841971.5947,110746813.5,92465339.11,74765967.86,21540437.07,907018.4959,96765591.18,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",NA,NA,C8 H14 N6 O5,Full match,Invalid mass,No results,No results,1.13,274.10288,6.625,76379592.47,0,32,,,99.3,,DDA for preferred ion,11755715.43,150258.2165,17068195.49,279686.1723,168978.878,75197195.08,66405255.23,28305602.39,8896900.784,156980.5538,62050184.92,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",NA,NA,C8 H14 N6 O5,Full match,Invalid mass,No results,No results,1.13,274.10288,6.776,62239465.17,0,8,,,99.6,,DDA for preferred ion,34177989.72,1698500.126,37403091.34,8404100.408,2333035.533,53661854.55,46491094.8,51077795.3,14639336.69,1608912.34,45730673.57,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 5-[4-Bromo-3-(trifluoromethyl)anilino]-3,3-dimethyl-5-oxopentanoic acid; ΔMass: -90.9560 Da]",NA,NA,C6 H11 N8 O4 P,Full match,Invalid mass,No results,No results,-4.68,290.06273,6.291,121431135.5,0,13,,,80.3,,DDA for preferred ion,700518.2611,3876219.614,1410468.016,13279878.06,1210693.496,60091380.15,59105176.19,5728804.253,5950984.682,5731201.321,58804858.72,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],NA,NA,C17 H31 N O13 S,Full match,Invalid mass,No results,No results,0.32,489.15177,1.398,39240373.74,0,1,,,63.4,,DDA for preferred ion,723251.2844,516868.8276,1413104.909,244791.9899,431133.4305,31766999.44,28171886.62,3186037.005,155273.0408,441465.0383,30591915.98,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",NA,NA,C25 H41 N5 O17,Full match,Invalid mass,No results,No results,-1.61,683.24864,2.071,94065575.59,0,161,,,97.7,,DDA for preferred ion,4851553.437,795065.9568,6285890.351,1508082.051,1554585.725,10804634.44,7759537.284,32225350.69,1700523.154,262098.8898,9889421.555,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",NA,NA,C25 H41 N5 O17,Full match,Invalid mass,No results,No results,-1.7,683.24858,2.009,85862748.04,0,164,,,98.6,,DDA for preferred ion,16885870.23,2722822.315,26054031.31,1489411.36,1338567.527,75376251.59,68000536.02,33427407.96,1465225.395,1719919.709,62411172.73,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 4-[(1S,3aR,4S,6aR)-4-(4-hydroxy-3-methoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenol; ΔMass: 22.1487 Da]",NA,NA,C19 H36 N6 O2,Full match,Invalid mass,No results,No results,0.84,380.29029,20.268,344005333.5,0,3,,,99.6,,DDA for preferred ion,19896198.02,14615307.18,344005333.5,34230763.29,318802117.1,313796922.3,276349725.4,336786575,325659025.9,300074152.1,14180008.24,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 4-[(1R,4R,6S,9S,13R,14R)-6-[(4-methoxy-6-methyl-5-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-9,13-dimethyl-17-oxotetracyclo[11.3.1.0Âa,Âaâ°.0â´,âa]heptadecan-14-yl]-2,5-dihydrofuran-2-one; ΔMass: -157.1657 Da]",NA,NA,C28 H47 N O14 P2,Full match,Invalid mass,No results,No results,2.09,683.24861,1.427,169646967.6,0,115,,,98.1,,DDA for preferred ion,65193058.91,2394323.813,62419153.41,1692432.436,1839943.837,110390034.1,97830482.49,73195817.06,565058.9356,468138.3851,165844913.8,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 3-{[(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)amino]carbonyl}-2-pyrazinecarboxylic acid; ΔMass: 136.0723 Da]",NA,NA,C21 H31 N O12,Full match,Invalid mass,No results,No results,0.07,489.18466,7.637,186906848,0,2,,,61.3,,DDA for preferred ion,610727.4573,35865185.39,2084654.502,1790956.268,20294235.42,167574290.6,139658438.9,4887574.136,1031791.678,28037775.2,141590069.1,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],NA,NA,C19 H29 N5 O8,Full match,Invalid mass,No results,No results,-2.9,455.20029,6.392,762988831.4,0,5,,,70.5,,DDA for preferred ion,8299621.399,58036510.75,27782208.11,5521840.325,34070349.86,717025168.7,583126337.3,82565287.14,2952913.228,42714107.22,567425623.3,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: 137.0676 Da]",NA,NA,C22 H37 N O10 P2,Full match,Invalid mass,No results,No results,2.52,537.19062,1.383,61800699.46,0,21,,,76,,DDA for preferred ion,282213.192,740708.3996,546051.2187,1760862.329,523560.6644,962726.8538,1424621.096,558758.7773,270702.7934,370268.3114,1157154.234,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: -24.9853 Da]",NA,NA,C12 H25 N O12,Full match,Invalid mass,No results,No results,0.06,375.1377,1.254,233629996.9,0,21,,,72.3,,DDA for preferred ion,2117451.849,2791984.819,1884035.418,3464962.409,3577120.535,14661742.45,13274181.7,3949391.198,1995099.343,3538959.964,13482627.82,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 87.8796 Da]",NA,NA,C16 H5 O13 P3,Full match,Invalid mass,No results,No results,-0.49,497.89405,0.964,51277360.31,0,3,,,94.6,,DDA for preferred ion,24576339.07,32991877.25,27250421.45,22709896.49,37035877.81,26373735.43,24931738.94,26269683.33,39079175.09,32215735.67,22305963.74,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap
TRUE,,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 19.8921 Da]",NA,NA,C6 H5 N6 O9 P3 S,Full match,Invalid mass,No results,No results,3.19,429.90653,0.964,83307999.75,0,3,,,98,,DDA for preferred ion,42562795.25,59468275.49,51117540.6,38898614.81,63682466.83,44686142.14,41714172.22,44242765.36,60923543.72,55033750.83,40034868.98,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,No gap,No gap
TRUE,,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -48.0953 Da]",NA,NA,C5 H4 N2 O13 P2,Full match,Invalid mass,No results,No results,0.83,361.91916,0.964,67038246.67,0,2,,,93.8,,DDA for preferred ion,34921951.7,46061560.85,40281414.24,35287239.43,50337080.2,37547527.33,34326481.82,36866261.79,48991754.77,48292732.57,32659403.99,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,No gap,No gap
TRUE,,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]","2,5-Dichloro-4-oxohex-2-enedioate",C12835,C3 H3 N2 O6 P S,Full match,Invalid mass,No results,No results,-3.21,225.94422,0.964,328473377.4,0,12,,,96.8,Metabolic pathways;Microbial metabolism in diverse environments;Other,DDA for preferred ion,180770687.5,242086998.1,208345071.7,198594757.8,248453666.5,195799833.3,185576452.2,199448020.9,240820423.5,236940141.5,179341089.2,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap
TRUE,,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -116.0828 Da]",NA,NA,C11 H4 O4 P2 S,Full match,Invalid mass,No results,No results,3.85,293.93168,0.965,38621498.66,0,2,,,92.6,,DDA for preferred ion,20956662.38,28489641.08,25222364.17,23099632.36,27955471.81,23187832.71,20189084.97,23559543.01,29535625.73,27525083.77,21158186.51,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap
TRUE,,[Similar to: 2'-O-Methyladenosine; ΔMass: 0.0350 Da],NA,NA,C11 H23 N O7,Full match,Invalid mass,No results,No match,-0.08,281.14743,2.678,150826050.1,1,5,,,77.4,,DDA for preferred ion,146570190.1,36385496.88,116647129.2,4231488.686,236311.3678,60020121.43,61919135.43,51019538.07,1116094.152,18479375.68,52634589.15,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,"[Similar to: 1-(3,4-dimethoxyphenethyl)-6-oxo-2-(3,4,5-trimethoxyphenyl)piperidine-3-carboxylic acid; ΔMass: -77.0864 Da]",NA,NA,C18 H16 N6 O5,Full match,Invalid mass,No results,No results,0.85,396.11855,17.335,95657265.55,0,36,,,96.9,,DDA for preferred ion,70229895.49,147220.0477,80861719.11,162981.7772,155070.6835,163011.7931,147575.605,95657265.55,154537.6976,148735.3034,154176.9189,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,[Similar to: (3S)-N-Phenyl-3-[5-(trifluoromethyl)-1H-benzimidazol-2-yl]-1-pyrrolidinecarboxamide; ΔMass: 83.0079 Da],NA,NA,C16 H27 N O14,Full match,Invalid mass,No results,No results,0.33,457.14331,1.273,76776839.58,0,4,,,62,,DDA for preferred ion,3024894.273,73791183.51,5894983.706,9572240.375,43221614.04,53890226.55,35937529.26,9301641.41,8975428.55,39486508.89,33902366.23,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap
TRUE,,"[Similar to: (3beta,9xi,12beta,17xi)-20-{[6-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]oxy}-12-hydroxydammar-24-en-3-yl 2-O-beta-D-glucopyranosyl-beta-D-glucopyranoside; ΔMass: -407.3437 Da]",NA,NA,C25 H43 N5 O18,Full match,Invalid mass,No results,No results,-1.54,701.25923,1.309,254308147.2,0,120,,,93,,DDA for preferred ion,76360420.74,2719008.8,86447176.37,11423195.39,492807.0261,242496106.2,217760703.8,96918776.19,12153405.74,6538842.598,237865118.1,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap
TRUE,,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: 306.0930 Da]",NA,NA,C22 H30 N6 O16,Full match,Invalid mass,No results,No results,0.89,634.17239,5.994,434291222.6,0,45,,,99,,DDA for preferred ion,918471.1023,1012646.236,5347574.463,1402734.682,744964.605,356434855.1,271014092.1,20695804.62,868900.9923,914592.2962,280294686.3,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
