Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),MS2,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
[Similar to: NP-015005; ΔMass: -440.3291 Da],C25 H40 N4 O18,Full match,Invalid mass,No results,Partial match,-2.09,684.23233,1.294,189122170.1,DDA for preferred ion,171595680.6,8868271.328,11959858.73,44497924.18,189122170.1,177725586.7,620458.0178,11334361.26,45653402.08,3820931.031,43335087.09,91306.4588,171595680.6,8868271.328,11959858.73,44497924.18,189122170.1,177725586.7,620458.0178,11334361.26,45653402.08,3820931.031,43335087.09,0,128,128,128,0,0,128,128,128,128,128,32
"DL-2,6-Diaminopimelic acid",C7 H14 N2 O4,Full match,Invalid mass,Full match,Partial match,0.13,190.09538,1.292,188164646.6,DDA for preferred ion,15779401.26,55890165.67,54196442.37,188164646.6,19690900.27,18131543.37,16765415.18,47120259.83,151763984.3,60405621.51,159232642.5,25143.0364,15779401.26,55890165.67,54196442.37,188164646.6,19690900.27,18131543.37,16765415.18,47120259.83,151763984.3,60405621.51,159232642.5,128,0,128,0,128,128,128,0,0,0,0,32
,,No results,No results,No results,Partial match,,85.98543,0.846,187613948.4,DDA for preferred ion,145355457.7,120909997.9,129475098.1,136656600.2,153491912.9,187613948.4,101508655.4,139112504.3,123719143.7,121954661.2,106563929.5,651876.422,145355457.7,120909997.9,129475098.1,136656600.2,153491912.9,187613948.4,101508655.4,139112504.3,123719143.7,121954661.2,106563929.5,0,0,0,0,0,0,0,0,0,0,0,16
Penicillic acid,C8 H10 O4,No results,Invalid mass,No results,Partial match,-14,170.05553,2.56,187223351.8,DDA for preferred ion,680010.8766,182788165.7,88275483.64,26392513.78,892542.8202,518109.4607,23216990.01,133899233.9,24412183.08,187223351.8,20506618.84,149831.253,680010.8766,182788165.7,88275483.64,26392513.78,892542.8202,518109.4607,23216990.01,133899233.9,24412183.08,187223351.8,20506618.84,16,64,128,128,128,128,16,128,128,0,128,128
NP-012042,C10 H12 O4,No match,Invalid mass,No results,Partial match,-91855.98,178.06303,19.199,184255244.7,DDA for preferred ion,1060892.692,839879.2383,694286.946,159244494.5,606536.3494,566113.0374,529906.5276,919064.3439,172056240.9,903003.8712,184255244.7,1755708.915,1060892.692,839879.2383,694286.946,159244494.5,606536.3494,566113.0374,529906.5276,919064.3439,172056240.9,903003.8712,184255244.7,32,32,32,0,32,32,32,32,0,32,0,32
[Similar to: Trimethoprim impurity C; ΔMass: 188.0284 Da],C16 H26 N6 O12,Full match,Invalid mass,No results,Partial match,0.68,494.1612,2.644,182914205.8,DDA for preferred ion,137578363.1,43032606.75,88030406.75,182914205.8,147917782.9,165453862.7,85826.17556,6162774.406,125136440,31866373.91,11985207.99,64378.58127,137578363.1,43032606.75,88030406.75,182914205.8,147917782.9,165453862.7,85826.17556,6162774.406,125136440,31866373.91,11985207.99,0,128,128,0,0,0,32,128,64,128,16,32
L-Aspartic acid,C4 H7 N O4,Full match,Full match,Full match,Partial match,-0.07,133.0375,1.087,182573260.3,DDA for preferred ion,89930455.73,111357160.4,73511368.29,46038825.4,99466067.06,113440195.5,94645360.12,182573260.3,38069840.87,116582337,34104662.16,29991.41113,89930455.73,111357160.4,73511368.29,46038825.4,99466067.06,113440195.5,94645360.12,182573260.3,38069840.87,116582337,34104662.16,128,0,128,128,0,0,128,0,128,128,128,32
3-Methyl-2-buten-1-amine,C5 H11 N,Full match,No results,No results,Partial match,0.2,85.08917,3.91,181491511.3,DDA for preferred ion,95554010.95,5762113.624,66490960.16,50413568.21,2525995.762,11662306.7,3601868.132,181491511.3,471404.6695,3227608.31,736653.5987,209432.8359,95554010.95,5762113.624,66490960.16,50413568.21,2525995.762,11662306.7,3601868.132,181491511.3,471404.6695,3227608.31,736653.5987,128,16,128,128,16,16,16,0,16,16,16,16
(+)-Piperitol,C20 H20 O6,Full match,Invalid mass,Partial match,Partial match,0.27,356.12609,19.373,179989132.6,DDA for preferred ion,356075.6981,435255.5627,359641.7493,150400560.6,389514.001,404554.3594,396612.2075,396316.0037,160169828.1,666773.6451,179989132.6,755369.8206,356075.6981,435255.5627,359641.7493,150400560.6,389514.001,404554.3594,396612.2075,396316.0037,160169828.1,666773.6451,179989132.6,32,32,32,64,32,32,32,32,0,32,0,32
NP-003553,C20 H34 O4,No match,Invalid mass,No results,Partial match,64987.99,360.22762,20.064,177230197.7,DDA for preferred ion,1050417.681,590362.6377,177230197.7,1189209.387,1914579.752,1144873.098,1263126.164,60326911.6,735069.8482,1191229.571,680085.0356,1624823.802,1050417.681,590362.6377,177230197.7,1189209.387,1914579.752,1144873.098,1263126.164,60326911.6,735069.8482,1191229.571,680085.0356,16,32,0,16,16,16,16,128,16,128,16,16
,C4 H2 O8 S2,Full match,No results,No results,Partial match,-4.02,241.91813,0.967,177188440.8,DDA for preferred ion,141246985.8,132947486.5,141516160,159242828.1,146080528.6,156174312.3,122374422.2,177188440.8,148583557.3,146741289,148113340.8,552913.4159,141246985.8,132947486.5,141516160,159242828.1,146080528.6,156174312.3,122374422.2,177188440.8,148583557.3,146741289,148113340.8,0,0,0,0,0,0,0,0,0,0,0,128
"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol",C4 H6 N6 O4,Full match,Invalid mass,No results,Partial match,1.61,202.04538,1.261,172034770.7,DDA for preferred ion,1600095.89,110016584.3,131688495.4,70174103.46,172034770.7,149869939.7,98856960.78,80037953.36,25881841.18,107322504.1,12386579.51,75274.99727,1600095.89,110016584.3,131688495.4,70174103.46,172034770.7,149869939.7,98856960.78,80037953.36,25881841.18,107322504.1,12386579.51,32,0,0,16,16,16,0,0,16,0,16,32
D-Raffinose,C18 H32 O16,No match,Invalid mass,No results,Partial match,43600.48,526.15105,1.45,168634410.8,DDA for preferred ion,113986910.1,40043851.35,54289292.2,45567927.74,168634410.8,165121369.6,4877382.844,5964184.928,83142084.55,5223109.127,52807525.72,70695.03867,113986910.1,40043851.35,54289292.2,45567927.74,168634410.8,165121369.6,4877382.844,5964184.928,83142084.55,5223109.127,52807525.72,0,128,128,16,0,128,16,16,16,16,16,32
Methionine,C5 H11 N O2 S,Full match,Full match,Full match,Partial match,0.06,149.05106,2.197,168114024.6,DDA for preferred ion,32253044.07,74305355.57,58661400.29,10793663.72,33004269.2,42927329.72,61953176.23,168114024.6,2209047.763,116777084.8,6813853.622,45405.46117,32253044.07,74305355.57,58661400.29,10793663.72,33004269.2,42927329.72,61953176.23,168114024.6,2209047.763,116777084.8,6813853.622,128,0,128,128,128,128,128,0,128,0,128,32
Hordenine,C10 H15 N O,Full match,Full match,No results,Partial match,0.06,165.11537,5.619,166162918.7,DDA for preferred ion,166162918.7,66186.13826,125495.3224,243362.1068,1230056.865,3377566.906,105710.027,110467.6216,44032386.94,125430.4941,53710028.78,107489.6413,166162918.7,66186.13826,125495.3224,243362.1068,1230056.865,3377566.906,105710.027,110467.6216,44032386.94,125430.4941,53710028.78,0,32,16,16,16,16,16,16,128,16,128,16
Beauvericin,C45 H57 N3 O9,No match,Invalid mass,No results,Partial match,21734.29,800.43633,20.701,165772634.8,DDA for preferred ion,491994.4879,355260.0622,62510232.01,217454.5229,222282.1459,221948.8403,450180.4395,165772634.8,234106.4566,550150.4397,233389.2376,261505.6393,491994.4879,355260.0622,62510232.01,217454.5229,222282.1459,221948.8403,450180.4395,165772634.8,234106.4566,550150.4397,233389.2376,16,16,128,32,32,32,16,0,32,128,32,32
NP-011220,C11 H18 N2 O2,Full match,Full match,No results,Partial match,-0.08,210.13681,11.528,164306708.1,DDA for preferred ion,100239796.3,132082004.8,145836107.9,132949762.8,99481210.59,113309726.2,122546195.4,131986592.5,122833384.2,164306708.1,105505174.6,3740327.573,100239796.3,132082004.8,145836107.9,132949762.8,99481210.59,113309726.2,122546195.4,131986592.5,122833384.2,164306708.1,105505174.6,0,0,0,0,0,0,0,0,0,0,0,16
Acetyl-L-carnitine,C9 H17 N O4,Full match,Full match,No results,Partial match,-0.31,203.11569,2.068,161539115.2,DDA for preferred ion,715521.8554,452164.5922,473189.0291,161539115.2,1030523.468,1561060.845,271962.9984,715264.6552,6709078.711,790335.6772,4207748.701,504394.9717,715521.8554,452164.5922,473189.0291,161539115.2,1030523.468,1561060.845,271962.9984,715264.6552,6709078.711,790335.6772,4207748.701,128,128,128,0,128,128,128,128,16,128,16,16
1-(Dimethylamino)-2-propanyl acetate,C7 H15 N O2,Full match,Invalid mass,No results,Partial match,0.13,145.1103,7.791,161462448.4,DDA for preferred ion,430603.6114,2320257.749,530980.0359,159759254.9,227879.8714,336391.5595,429705.1608,364762.9094,161462448.4,4428413.404,134445327.6,647359.9945,430603.6114,2320257.749,530980.0359,159759254.9,227879.8714,336391.5595,429705.1608,364762.9094,161462448.4,4428413.404,134445327.6,16,128,128,0,128,16,16,16,0,128,0,16
[Similar to: Captopril ; ΔMass: 240.1023 Da],C17 H31 N O13,Full match,Invalid mass,No results,Partial match,0.07,457.17957,1.317,158063465.3,DDA for preferred ion,157299669.2,1700973.712,3074943.205,15127856.28,141213390.9,158063465.3,373765.1626,5571420.889,10384583.64,1772725.72,8066621.474,32728.62715,157299669.2,1700973.712,3074943.205,15127856.28,141213390.9,158063465.3,373765.1626,5571420.889,10384583.64,1772725.72,8066621.474,0,128,128,128,0,0,16,128,128,128,128,32
"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,Not the top hit,Full match,No results,Partial match,-0.02,402.16784,17.234,156851875.9,DDA for preferred ion,125878.2786,180286.2844,255010.6908,133143673,281991.927,125112.3344,122392.6908,137733.6312,156851875.9,274729.7208,119053925,416979.2233,125878.2786,180286.2844,255010.6908,133143673,281991.927,125112.3344,122392.6908,137733.6312,156851875.9,274729.7208,119053925,32,16,128,0,16,32,32,32,0,16,0,16
NP-015114,C11 H19 N O6,No match,Invalid mass,No results,Partial match,84183.05,283.10322,6.786,156011904.3,DDA for preferred ion,114311819.4,53843.95725,55467710.1,156011904.3,114519435.4,133478382.9,1064863.401,22246434.42,128097671.9,887721.4497,112117325.6,47481.6462,114311819.4,53843.95725,55467710.1,156011904.3,114519435.4,133478382.9,1064863.401,22246434.42,128097671.9,887721.4497,112117325.6,0,32,128,0,0,0,128,128,0,128,0,32
Glycerol 3-phosphate,C3 H9 O6 P,Full match,Invalid mass,Full match,Partial match,0.05,172.01368,1.183,155021980.8,DDA for preferred ion,13541119.58,34096361.18,88229166.35,10987349.95,10192815.02,14601457.63,67164831.57,155021980.8,8272609.69,59020248.97,6003899.27,39700.57927,13541119.58,34096361.18,88229166.35,10987349.95,10192815.02,14601457.63,67164831.57,155021980.8,8272609.69,59020248.97,6003899.27,128,128,0,128,128,128,0,64,128,0,128,32
"2-(14,15-Epoxyeicosatrienoyl) glycerol",C23 H38 O5,No match,Invalid mass,No results,Partial match,-45686.58,376.25899,20.986,154808211.7,DDA for preferred ion,1652835.895,69419134.25,21357059.63,29701116.61,1049581.013,1193709.752,93157350.8,154808211.7,31534317.7,152537590.8,27240826.14,1162363.008,1652835.895,69419134.25,21357059.63,29701116.61,1049581.013,1193709.752,93157350.8,154808211.7,31534317.7,152537590.8,27240826.14,16,16,16,16,16,16,0,0,16,0,16,16
Pyrogallol,C6 H6 O3,Full match,Full match,No results,Partial match,-0.33,126.03165,7.082,154394443.4,DDA for preferred ion,5911121.154,911596.2642,1224024.006,624895.0144,123780032.8,154394443.4,1748609.093,1848366.46,2964229.98,445826.4863,2166719.933,654812.5454,5911121.154,911596.2642,1224024.006,624895.0144,123780032.8,154394443.4,1748609.093,1848366.46,2964229.98,445826.4863,2166719.933,16,128,16,128,0,0,16,16,16,128,16,16
α-Lapachone,C15 H14 O3,No match,Invalid mass,No results,Partial match,90782.59,264.07224,7.392,154081640.3,DDA for preferred ion,144589220,91064248.1,55979554.16,57993239.58,142372929.4,154081640.3,80820358.57,85012616.09,43612298.44,96501273.43,36295545.32,323783.7761,144589220,91064248.1,55979554.16,57993239.58,142372929.4,154081640.3,80820358.57,85012616.09,43612298.44,96501273.43,36295545.32,0,128,128,128,0,0,128,128,128,128,128,16
Cyclo(phenylalanyl-prolyl),C14 H16 N2 O2,Full match,Full match,No results,Partial match,-0.01,244.12118,12.354,152924829.8,DDA for preferred ion,102808402.2,123891642.6,137788937.2,135189886.1,101358524.2,120928903.7,114832420.7,133239903.8,116370341.2,152924829.8,99956685.35,331900.7187,102808402.2,123891642.6,137788937.2,135189886.1,101358524.2,120928903.7,114832420.7,133239903.8,116370341.2,152924829.8,99956685.35,0,0,0,0,0,0,0,0,0,0,0,16
[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,Full match,Invalid mass,No results,Partial match,0.07,253.15389,6.576,148605053.1,DDA for preferred ion,7052810.695,1471655.184,1302655.903,148605053.1,125786371.3,132393450.2,1074528.738,1239586.096,3276863.731,58573.2649,3117210.743,65645.00269,7052810.695,1471655.184,1302655.903,148605053.1,125786371.3,132393450.2,1074528.738,1239586.096,3276863.731,58573.2649,3117210.743,16,128,128,0,0,0,128,128,16,32,16,16
[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,Full match,Unused,No results,Partial match,1.01,257.08751,2.776,148404510.2,DDA for preferred ion,295337.0425,24760358.19,27067178.66,18646598.22,742386.1867,438410.5668,73239947.13,148404510.2,6091089.106,48454761.8,14998874.13,75973.92841,295337.0425,24760358.19,27067178.66,18646598.22,742386.1867,438410.5668,73239947.13,148404510.2,6091089.106,48454761.8,14998874.13,32,128,128,128,16,32,128,0,128,128,128,32
(S)-malyl alpha-D-glucosaminide,C10 H17 N O9,Full match,Invalid mass,No results,Partial match,0.22,295.0904,1.162,148388599.8,DDA for preferred ion,122592239.5,71349450.09,57432440.37,144195146.5,134221038.2,148388599.8,42913144.03,56498596.13,137518571,82705487.23,112739450.7,71786.22896,122592239.5,71349450.09,57432440.37,144195146.5,134221038.2,148388599.8,42913144.03,56498596.13,137518571,82705487.23,112739450.7,0,128,128,0,0,64,128,128,0,128,0,32
[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,Full match,Invalid mass,No results,Partial match,-0.01,253.15387,6.536,148167037.8,DDA for preferred ion,120200357.6,49660.34964,48239.56196,879935.5004,2799431.678,343507.6291,46074.27488,1311128.461,148167037.8,1648237.429,121122046.8,50433.13687,120200357.6,49660.34964,48239.56196,879935.5004,2799431.678,343507.6291,46074.27488,1311128.461,148167037.8,1648237.429,121122046.8,0,32,32,16,16,16,32,128,0,128,0,16
[Similar to: 2'-O-Methyladenosine; ΔMass: 0.0350 Da],C11 H23 N O7,Full match,Invalid mass,No results,Partial match,-0.12,281.14742,2.678,147855468.1,DDA for preferred ion,52468444.13,1142916.765,36703840.74,7795019.244,7874026.927,7558924.674,77682.53104,4245408.344,116517938.8,36266617.67,147855468.1,61151.88232,52468444.13,1142916.765,36703840.74,7795019.244,7874026.927,7558924.674,77682.53104,4245408.344,116517938.8,36266617.67,147855468.1,128,16,128,16,16,16,32,128,0,128,128,32
6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C11 H16 O5,No match,Invalid mass,No results,Partial match,166382,266.05147,4.271,140723793.3,DDA for preferred ion,140723793.3,414813.394,531378.6497,246228.286,1030832.416,11169131.49,806429.7291,5462980.24,36423797.93,48459810.91,30282655.09,53188.00484,140723793.3,414813.394,531378.6497,246228.286,1030832.416,11169131.49,806429.7291,5462980.24,36423797.93,48459810.91,30282655.09,0,16,16,16,16,16,16,16,128,128,128,32
,,No results,No results,No results,Partial match,,103.99597,0.847,140253631.2,DDA for preferred ion,119735812.6,101569863.6,102140514,112624865.1,113793843,140253631.2,76545495.48,103498365.3,94702584.45,94985807.96,74863943.67,172101.1012,119735812.6,101569863.6,102140514,112624865.1,113793843,140253631.2,76545495.48,103498365.3,94702584.45,94985807.96,74863943.67,0,0,0,0,0,0,0,0,0,0,0,128
benzylidenemethylamine,C8 H9 N,Full match,Invalid mass,No results,Partial match,-0.29,119.07347,6.847,139610629.6,DDA for preferred ion,127814768.9,2328165.549,2121687.394,1795327.532,3516019.886,6677222.135,1770497.273,9179944.908,24537987.68,139610629.6,11446389.78,83796.95189,127814768.9,2328165.549,2121687.394,1795327.532,3516019.886,6677222.135,1770497.273,9179944.908,24537987.68,139610629.6,11446389.78,64,16,16,16,16,16,16,16,128,0,128,16
(3S)-3-(5-Methoxy-1H-benzimidazol-2-yl)-N-phenyl-1-pyrrolidinecarboxamide,C19 H20 N4 O2,No match,Invalid mass,No results,Partial match,17.52,336.16452,1.036,138402697.7,DDA for preferred ion,61024702.49,105027637.7,94580339.6,57204544.24,56887321.76,67279843.19,76555689.39,138402697.7,43869336.5,117874656.3,43235069.89,79694.97398,61024702.49,105027637.7,94580339.6,57204544.24,56887321.76,67279843.19,76555689.39,138402697.7,43869336.5,117874656.3,43235069.89,128,64,64,128,128,128,128,0,128,64,128,32
[Similar to: Trimethoprim impurity C; ΔMass: 188.0284 Da],C16 H26 N6 O12,Full match,Invalid mass,No results,Partial match,0.63,494.16118,2.613,137578363.1,DDA for preferred ion,137578363.1,2094652.107,2644935.082,7376376.58,11454160.08,8402249.405,79618.05716,6162774.406,125136440,31866373.91,111538897.3,58870.2965,137578363.1,2094652.107,2644935.082,7376376.58,11454160.08,8402249.405,79618.05716,6162774.406,125136440,31866373.91,111538897.3,64,16,16,16,16,16,32,128,0,128,0,32
Meconin,C10 H10 O4,Full match,Full match,Partial match,Partial match,-0.16,194.05788,11.682,136933185.4,DDA for preferred ion,542300.1153,2498062.078,136933185.4,490637.4113,644051.4156,524561.4011,3225740.319,27059180.21,462208.4246,4523561.857,601240.4866,200083.0272,542300.1153,2498062.078,136933185.4,490637.4113,644051.4156,524561.4011,3225740.319,27059180.21,462208.4246,4523561.857,601240.4866,16,128,0,128,128,16,128,128,16,128,16,32
4-Guanidinobutyric acid,C5 H11 N3 O2,Full match,Full match,No results,Partial match,0.13,145.08515,1.926,136613251.3,DDA for preferred ion,2759346.607,1183243.725,12123442.52,136613251.3,58781450.68,70475348.54,477406.6278,3633691.387,2408617.556,855416.4825,2091768.618,317918.1926,2759346.607,1183243.725,12123442.52,136613251.3,58781450.68,70475348.54,477406.6278,3633691.387,2408617.556,855416.4825,2091768.618,16,128,128,0,128,128,128,128,16,128,16,16
Pyrogallol,C6 H6 O3,Full match,Full match,No results,Partial match,-0.36,126.03165,7.051,133420558.9,DDA for preferred ion,133420558.9,1192388.015,1183698.282,2082302.727,11466306.86,8569444.58,1701636.846,1861368.935,2915964.698,445826.4863,2191015.725,623244.4187,133420558.9,1192388.015,1183698.282,2082302.727,11466306.86,8569444.58,1701636.846,1861368.935,2915964.698,445826.4863,2191015.725,0,16,16,16,16,16,16,16,16,128,16,16
4-Phenylbutyric acid,C10 H12 O2,Full match,Full match,Partial match,Partial match,0.21,164.08376,15.628,133341625.4,DDA for preferred ion,1659159.94,112698005.2,16819684.22,2125944.516,1324956.713,1370094.149,61668586.82,662251.6211,1179502.244,133341625.4,1426303.961,3751620.95,1659159.94,112698005.2,16819684.22,2125944.516,1324956.713,1370094.149,61668586.82,662251.6211,1179502.244,133341625.4,1426303.961,16,0,128,16,16,16,128,128,16,0,16,16
[Similar to: Υ-L-Glutamyl-L-glutamic acid; ΔMass: -130.0378 Da],,No results,Invalid mass,No results,Partial match,,146.0579,1.174,132593226,DDA for preferred ion,3319369.245,112407652.1,80135220.65,3571541.805,2783941.81,3735736.623,115906047.3,132593226,4265285.557,120629328.8,3428136.783,180369.0172,3319369.245,112407652.1,80135220.65,3571541.805,2783941.81,3735736.623,115906047.3,132593226,4265285.557,120629328.8,3428136.783,128,0,128,128,128,128,0,0,128,0,16,16
[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],C8 H19 N O6,Full match,Invalid mass,No results,Partial match,0.05,225.12125,4.217,131874054.9,DDA for preferred ion,6976685.892,56005634.53,131874054.9,14619908.85,7043471.604,428320.0911,47951.67552,14950999.85,10579978.11,1368467.024,296089.6012,57061.65132,6976685.892,56005634.53,131874054.9,14619908.85,7043471.604,428320.0911,47951.67552,14950999.85,10579978.11,1368467.024,296089.6012,128,128,0,128,128,16,32,128,128,16,16,32
"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,Full match,Full match,No results,Partial match,0.18,402.16792,20.079,131548440.9,DDA for preferred ion,267358.5074,340574.3686,466409.0124,131548440.9,251738.3021,284092.1983,291906.2097,233116.8444,57882706.65,278456.169,59069118.96,782341.7449,267358.5074,340574.3686,466409.0124,131548440.9,251738.3021,284092.1983,291906.2097,233116.8444,57882706.65,278456.169,59069118.96,32,32,32,0,32,32,32,32,128,32,128,32
"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",C21 H24 O7,Full match,Invalid mass,No results,Partial match,0.22,388.15229,19.441,131196227.6,DDA for preferred ion,410573.1469,423094.8256,450272.1992,106160839.2,397051.7963,402904.7674,402537.5212,386224.392,110694584.6,368422.7748,131196227.6,786303.6538,410573.1469,423094.8256,450272.1992,106160839.2,397051.7963,402904.7674,402537.5212,386224.392,110694584.6,368422.7748,131196227.6,32,32,32,0,32,32,32,32,0,32,0,32
N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,Full match,Invalid mass,No results,Partial match,0.05,225.14774,5.732,129875328.2,DDA for preferred ion,7821898.589,49678556.81,22066895.56,123981978.5,105809636.7,129875328.2,22330881.91,20466443.55,4956450.89,3440741.288,4646381.616,64201.16056,7821898.589,49678556.81,22066895.56,123981978.5,105809636.7,129875328.2,22330881.91,20466443.55,4956450.89,3440741.288,4646381.616,16,128,128,0,0,0,128,128,16,16,16,16
"6,6-Diethoxy-N,N-diethyl-1-hexanamine",C14 H31 N O2,Full match,Invalid mass,No results,Partial match,-0.02,245.23548,14.661,127569351.1,DDA for preferred ion,2375501.676,2396630.634,1539897.807,709261.0508,128079.9663,1953494.294,2580167.965,1037121.308,127569351.1,124563203.9,126193083.6,14239830.09,2375501.676,2396630.634,1539897.807,709261.0508,128079.9663,1953494.294,2580167.965,1037121.308,127569351.1,124563203.9,126193083.6,16,16,16,16,32,16,16,16,0,0,0,16
methyl N-acetylneuraminate,C12 H21 N O9,Full match,Invalid mass,No results,Partial match,0.09,323.12166,1.038,127293193.4,DDA for preferred ion,120486167.5,919803.3987,197205.9102,19460740.97,127293193.4,126742111.6,798480.2074,9345800.832,12719898.96,1115038.799,8693189.942,49140.83551,120486167.5,919803.3987,197205.9102,19460740.97,127293193.4,126742111.6,798480.2074,9345800.832,12719898.96,1115038.799,8693189.942,0,16,32,128,0,0,16,128,128,16,128,32
2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,C14 H10 F N O2,No match,Invalid mass,No match,Partial match,-90425.34,221.08991,1.34,125645899.1,DDA for preferred ion,2815656.115,37146975.22,36892945.66,20841809.35,2627935.431,1537208.527,100381675.6,125645899.1,19909509.65,51441881.75,10647152.57,57829.82152,2815656.115,37146975.22,36892945.66,20841809.35,2627935.431,1537208.527,100381675.6,125645899.1,19909509.65,51441881.75,10647152.57,16,128,128,128,16,128,64,0,128,64,128,32
N-Caffeoylputrescine,C13 H18 N2 O3,Full match,Invalid mass,No results,Partial match,-0.17,250.1317,16.536,123140060.3,DDA for preferred ion,149276.9296,141456.2235,123140060.3,170929.8625,463319.1298,150545.3388,137848.9947,22589380.4,127479.6353,136201.0161,133721.2785,292766.9855,149276.9296,141456.2235,123140060.3,170929.8625,463319.1298,150545.3388,137848.9947,22589380.4,127479.6353,136201.0161,133721.2785,32,32,0,128,128,32,32,128,32,32,32,32
Ala-Leu,C9 H18 N2 O3,Full match,Invalid mass,No results,Partial match,-0.21,202.1317,7.244,120918747.2,DDA for preferred ion,5559109.311,7696969.253,62276067.86,73084400.7,92109006.32,120918747.2,8789168.639,25787691.37,2068579.647,526101.7649,2160357.986,95505.26188,5559109.311,7696969.253,62276067.86,73084400.7,92109006.32,120918747.2,8789168.639,25787691.37,2068579.647,526101.7649,2160357.986,16,128,128,128,0,0,128,128,16,16,16,16
[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],,No results,Invalid mass,No results,Partial match,,172.07118,2.306,119872360.2,DDA for preferred ion,366757.4727,101779956.8,29704925.19,21844297.93,452978.4586,449788.1891,119872360.2,31485711.12,13193704.83,104749031.7,13147885.54,689918.3527,366757.4727,101779956.8,29704925.19,21844297.93,452978.4586,449788.1891,119872360.2,31485711.12,13193704.83,104749031.7,13147885.54,16,0,128,128,128,16,0,128,128,0,128,16
"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,Full match,Full match,Partial match,Partial match,0,144.04226,1.317,119674811.1,DDA for preferred ion,101364999.7,5685944.883,4391809.41,18456011.38,119674811.1,119507046,1974793.817,5654517.806,18223478.65,2624438.491,17742493.09,186298.492,101364999.7,5685944.883,4391809.41,18456011.38,119674811.1,119507046,1974793.817,5654517.806,18223478.65,2624438.491,17742493.09,0,128,128,128,0,0,128,128,128,128,128,16
Pyrone,C5 H4 O2,Full match,Invalid mass,No results,Partial match,-0.2,96.02111,1.315,118335677.8,DDA for preferred ion,110858552.7,1609179.112,9308802.04,19227081.24,118335677.8,106888273.9,1198589.597,1886943.572,16921849.53,1156830.538,13960092.12,115604.9201,110858552.7,1609179.112,9308802.04,19227081.24,118335677.8,106888273.9,1198589.597,1886943.572,16921849.53,1156830.538,13960092.12,0,128,16,128,0,0,128,128,128,128,128,16
Phenacetin,C10 H13 N O2,Full match,Full match,No results,Partial match,-0.16,179.0946,11.667,116277316,DDA for preferred ion,86888696.38,99258944.3,111389237.4,25414693.28,79174202.08,94675076.03,85763072.54,94269657.9,15500716.01,116277316,13574083.06,787908.9259,86888696.38,99258944.3,111389237.4,25414693.28,79174202.08,94675076.03,85763072.54,94269657.9,15500716.01,116277316,13574083.06,0,0,0,128,128,0,0,0,128,0,128,16
