Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,mzCloud Library Match: Autoprocessed,mzCloud Library Match: Reference,MS2,Area: 2,Area: 10,Area: 14,Area: 19,Area: 23,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: F1177_2,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 23plus_RP_pos_MS2.raw (F18),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,Full match,Full match,No results,Partial match,0.13,402.1679,19.154,221437057.9,99.3,10,98.8,Multiple matches found,Multiple matches found,DDA for preferred ion,195601.4677,186560.5051,274952.4172,221280831.3,194064.1974,203498.821,195923.7725,197953.1811,204297.1045,209527461.9,182443.883,221437057.9,375190.8792,195601.4677,186560.5051,274952.4172,221280831.3,194064.1974,203498.821,195923.7725,197953.1811,204297.1045,209527461.9,182443.883,221437057.9,32,32,16,0,32,32,32,32,32,0,32,0,32
benzylidenemethylamine,C8 H9 N,Full match,Invalid mass,No results,Full match,-0.34,119.07346,6.896,218477175.5,,,99.5,Multiple matches found,Multiple matches found,DDA for preferred ion,127814768.9,98204792.99,71344178.53,49024505.79,1863299.011,129979318.5,162604828.1,85141545.64,218477175.5,131798.0298,6993253.361,120741.3877,56543.47433,127814768.9,98204792.99,71344178.53,49024505.79,1863299.011,129979318.5,162604828.1,85141545.64,218477175.5,131798.0298,6993253.361,120741.3877,0,0,128,128,128,0,0,128,0,32,16,32,32
"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]",,No results,Invalid mass,No results,No results,,172.07118,2.092,215780799.9,,,97,Multiple matches found,No matches found,DDA for preferred ion,440779.6025,215780799.9,98005955.85,12480792.1,11177670.1,695206.6264,384757.1583,155623393,42976350,5983021.032,178936005.9,6592837.064,679008.9297,440779.6025,215780799.9,98005955.85,12480792.1,11177670.1,695206.6264,384757.1583,155623393,42976350,5983021.032,178936005.9,6592837.064,16,0,128,128,128,128,16,0,128,128,0,128,16
Amitriptyline-d3,C20 H20 [2]H3 N,No match,Invalid mass,No results,No match,7.01,280.20384,19.791,212214112.3,65.8,43.5,94.4,Multiple matches found,Multiple matches found,DDA for preferred ion,4823811.489,80052042.2,27254372.28,5929955.259,3753831.822,4688058.066,3883216.923,212214112.3,32275314.94,4923490.725,118071403,4384827.192,6854053.078,4823811.489,80052042.2,27254372.28,5929955.259,3753831.822,4688058.066,3883216.923,212214112.3,32275314.94,4923490.725,118071403,4384827.192,128,128,128,128,16,128,128,128,128,128,0,128,128
2'-Deoxyadenosine,C10 H13 N5 O3,Full match,Full match,Full match,Full match,-0.06,251.10182,6.221,210344750.5,99.7,93.4,89.9,Multiple matches found,Multiple matches found,DDA for preferred ion,92761423.95,1224261.162,2188624.219,2700611.339,166488.644,1992058.771,752669.2118,1258292.001,210344750.5,1769957.634,3490995.252,1226706.097,101040.4297,92761423.95,1224261.162,2188624.219,2700611.339,166488.644,1992058.771,752669.2118,1258292.001,210344750.5,1769957.634,3490995.252,1226706.097,0,16,16,16,16,16,16,16,64,16,16,16,16
2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,C14 H10 F N O2,No match,Invalid mass,No results,No results,9.46,243.07186,1.781,210204565,96.4,9.8,98.4,Multiple matches found,Multiple matches found,DDA for preferred ion,471960.0293,184057381.6,161737169.9,7322471.94,8465871.666,512094.4619,562524.4191,154946305.2,210204565,4246188.912,198831136.7,3704322.495,89280.7471,471960.0293,184057381.6,161737169.9,7322471.94,8465871.666,512094.4619,562524.4191,154946305.2,210204565,4246188.912,198831136.7,3704322.495,16,0,128,16,128,16,16,128,128,16,128,16,32
Υ-Aminobutyric acid (GABA),C4 H9 N O2,Full match,Full match,Full match,Partial match,-0.2,103.06331,1.096,210069254.4,77.5,48.6,79.8,Multiple matches found,Multiple matches found,DDA for preferred ion,195927890.7,91194369.82,135068914.9,132764699,15142642.91,180200196.1,210069254.4,29235976.56,96709403.74,96801716.39,85624889.66,62415523.64,144686.5607,195927890.7,91194369.82,135068914.9,132764699,15142642.91,180200196.1,210069254.4,29235976.56,96709403.74,96801716.39,85624889.66,62415523.64,0,128,0,128,128,128,128,128,128,0,128,0,16
6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C11 H16 O5,No match,Invalid mass,No results,No results,166382.13,266.0515,4.325,208063426.4,96.8,9.8,96.9,Multiple matches found,Multiple matches found,DDA for preferred ion,3485541.965,44384832.28,46149831.32,6987188.014,2213297.508,159337530.9,208063426.4,37912221.64,128901558.9,1449128.594,368076.9948,170029.2713,57484.86894,3485541.965,44384832.28,46149831.32,6987188.014,2213297.508,159337530.9,208063426.4,37912221.64,128901558.9,1449128.594,368076.9948,170029.2713,16,128,128,16,128,0,0,128,128,16,16,16,32
AMIDINOPROLINE,C6 H11 N3 O2,Full match,Not the top hit,No results,Full match,0.16,157.08515,3.153,207382568.3,,,88.5,Multiple matches found,Multiple matches found,DDA for preferred ion,3268597.179,168206411.2,165700537.1,207382568.3,3884298.029,119910914.4,143125844.8,150583162.5,201259300.4,1708231.124,6275531.487,4586869.433,405019.8987,3268597.179,168206411.2,165700537.1,207382568.3,3884298.029,119910914.4,143125844.8,150583162.5,201259300.4,1708231.124,6275531.487,4586869.433,16,0,0,0,128,0,0,0,0,16,16,16,16
Penicillic acid,C8 H10 O4,No results,Invalid mass,No results,No results,-13.91,170.05554,4.608,206016250,84.1,52.5,89.9,Multiple matches found,Multiple matches found,DDA for preferred ion,468842.3776,66661299.65,206016250,42651759.58,2154206.129,914700.2564,431484.8507,3358745.884,202873299.9,481899.8414,1438921.354,631417.5052,181163.3053,468842.3776,66661299.65,206016250,42651759.58,2154206.129,914700.2564,431484.8507,3358745.884,202873299.9,481899.8414,1438921.354,631417.5052,128,128,0,128,128,128,16,128,0,16,16,16,16
"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",C12 H16 N2 O3,Full match,Full match,Partial match,Partial match,-0.33,236.11601,15.557,204233914.8,61.4,46.5,77.5,Multiple matches found,Multiple matches found,DDA for preferred ion,120125.7388,126132.3516,204233914.8,197265.2551,1892053.508,173881.4262,128628.8168,125318.844,79279624.93,115751.8644,115960.097,113760.2027,272215.2989,120125.7388,126132.3516,204233914.8,197265.2551,1892053.508,173881.4262,128628.8168,125318.844,79279624.93,115751.8644,115960.097,113760.2027,32,32,0,128,128,16,32,32,128,32,32,32,32
8-hydroxy-deoxyguanosine,C10 H13 N5 O5,Full match,Invalid mass,Partial match,Full match,0.19,283.09172,6.33,203843053.3,,,96.6,Multiple matches found,Multiple matches found,DDA for preferred ion,11086837.17,129282710.1,145852985.8,113610042.6,5843142.589,172361915.9,203843053.3,94659852.16,8856113.516,79665983.6,5829097.695,264834.9642,114213.2985,11086837.17,129282710.1,145852985.8,113610042.6,5843142.589,172361915.9,203843053.3,94659852.16,8856113.516,79665983.6,5829097.695,264834.9642,16,64,64,0,128,64,64,64,16,128,16,16,128
Beauvericin,C45 H57 N3 O9,No match,Invalid mass,No results,No results,28059.54,805.39159,20.702,202408749,91.8,78.2,,No matches found,Multiple matches found,DDA for preferred ion,225918.1054,280806.3308,73802505.5,224246.4531,4042850.194,229224.8612,228881.1451,306427.374,202408749,241418.49,610007.061,240678.8695,269673.4532,225918.1054,280806.3308,73802505.5,224246.4531,4042850.194,229224.8612,228881.1451,306427.374,202408749,241418.49,610007.061,240678.8695,32,16,128,32,128,32,32,16,0,32,128,32,32
Penicillic acid,C8 H10 O4,Full match,Full match,No results,Full match,0.24,170.05795,9.813,201428792.3,86,70,89.7,Multiple matches found,Multiple matches found,DDA for preferred ion,569873.2685,7669348.869,128685226.6,745744.5671,1467678.555,632857.8907,506951.6386,3759523.743,201428792.3,429649.3422,17143428.37,588243.1933,705744.2678,569873.2685,7669348.869,128685226.6,745744.5671,1467678.555,632857.8907,506951.6386,3759523.743,201428792.3,429649.3422,17143428.37,588243.1933,16,128,0,16,128,16,16,128,0,16,128,16,16
AMIDINOPROLINE,C6 H11 N3 O2,Full match,Not the top hit,No results,Full match,0.12,157.08515,3.11,201259300.4,,,88.3,Multiple matches found,Multiple matches found,DDA for preferred ion,132463442.4,7609735.453,585062.9141,10486912.2,249835.2104,923743.5337,455071.0839,7407394.126,201259300.4,5287357.534,6146251.297,4487636.337,304704.7277,132463442.4,7609735.453,585062.9141,10486912.2,249835.2104,923743.5337,455071.0839,7407394.126,201259300.4,5287357.534,6146251.297,4487636.337,0,128,16,16,16,16,16,16,64,16,16,16,16
"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,Full match,Invalid mass,No results,Full match,0.04,221.14159,15.912,197661146.6,,,71.3,No matches found,Multiple matches found,DDA for preferred ion,1680037.796,175017724.6,168735453.1,170952026.2,172348640.2,191748902.2,169838496.6,197661146.6,171044968.9,698637.0328,605922.6837,1768558.15,10977252.85,1680037.796,175017724.6,168735453.1,170952026.2,172348640.2,191748902.2,169838496.6,197661146.6,171044968.9,698637.0328,605922.6837,1768558.15,16,64,64,64,64,0,0,0,0,16,16,16,16
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,Full match,Full match,No results,Full match,0.09,192.07866,17.24,194486219.4,73.9,70.8,99,Multiple matches found,Multiple matches found,DDA for preferred ion,777121.2662,757096.5716,1181498.064,165804598.9,768393.3085,1123813.319,978534.3407,965701.5111,921494.3883,194486219.4,927730.915,151041593.5,1068954.92,777121.2662,757096.5716,1181498.064,165804598.9,768393.3085,1123813.319,978534.3407,965701.5111,921494.3883,194486219.4,927730.915,151041593.5,16,16,16,0,16,16,16,16,16,0,16,0,16
Hordenine,C10 H15 N O,Full match,Full match,No results,Not the top hit,0.19,165.1154,5.671,192665749.6,96.3,77.2,77.7,Multiple matches found,Multiple matches found,DDA for preferred ion,5628214.269,88917.9499,134558.3478,96082475.32,65938.3559,161979707.4,192665749.6,151887.6877,133656.8928,2203548.504,102892.1782,3251982.108,64660.87714,5628214.269,88917.9499,134558.3478,96082475.32,65938.3559,161979707.4,192665749.6,151887.6877,133656.8928,2203548.504,102892.1782,3251982.108,16,128,16,128,16,0,0,16,16,16,16,16,128
Lactamide,C3 H7 N O2,Full match,Full match,Partial match,Not the top hit,0.16,89.04769,1.093,191984064.6,98.6,9.9,,No matches found,Multiple matches found,DDA for preferred ion,147764258.6,136798901.5,123721801.8,59774526.92,6209626.784,154364535.5,180645989.5,89495362.42,191984064.6,36220574.24,163372184.5,23698726.98,354480.9339,147764258.6,136798901.5,123721801.8,59774526.92,6209626.784,154364535.5,180645989.5,89495362.42,191984064.6,36220574.24,163372184.5,23698726.98,0,0,128,0,128,0,0,0,128,128,128,128,16
AMIDINOPROLINE,C6 H11 N3 O2,Full match,Not the top hit,No results,Full match,0.12,157.08515,3.068,190707258.3,,,88.6,Multiple matches found,Multiple matches found,DDA for preferred ion,10337463.65,1067433.076,619433.8663,4286158.274,100572.009,341148.8164,474474.7632,4210204.686,6767329.136,190707258.3,184865152.3,176056740.4,339866.1877,10337463.65,1067433.076,619433.8663,4286158.274,100572.009,341148.8164,474474.7632,4210204.686,6767329.136,190707258.3,184865152.3,176056740.4,16,16,16,16,16,16,16,16,16,0,0,0,16
"DL-2,6-Diaminopimelic acid",C7 H14 N2 O4,Full match,Invalid mass,Full match,Full match,0.13,190.09538,1.292,188164646.6,,,65.8,No matches found,Single match found,DDA for preferred ion,15779401.26,55890165.67,54196442.37,188164646.6,1291768.766,19690900.27,18131543.37,16765415.18,47120259.83,151763984.3,60405621.51,159232642.5,25143.0364,15779401.26,55890165.67,54196442.37,188164646.6,1291768.766,19690900.27,18131543.37,16765415.18,47120259.83,151763984.3,60405621.51,159232642.5,128,0,128,0,128,128,128,128,0,0,0,0,32
,,No results,No results,No results,No results,,85.98543,0.846,187613948.4,,,,No matches found,No matches found,DDA for preferred ion,145355457.7,120909997.9,129475098.1,136656600.2,6523900.981,153491912.9,187613948.4,100377871.1,139112504.3,123719143.7,121954661.2,106617907.9,649259.2996,145355457.7,120909997.9,129475098.1,136656600.2,6523900.981,153491912.9,187613948.4,100377871.1,139112504.3,123719143.7,121954661.2,106617907.9,0,0,0,0,128,0,0,64,0,0,0,64,16
NP-012042,C10 H12 O4,No match,Invalid mass,No results,No match,-91855.98,178.06303,19.199,184255244.7,65.6,66.6,98.2,Multiple matches found,Multiple matches found,DDA for preferred ion,1060892.692,839879.2383,694286.946,159244494.5,517868.7819,606536.3494,566113.0374,529906.5276,919064.3439,172056240.9,903003.8712,184255244.7,1755708.915,1060892.692,839879.2383,694286.946,159244494.5,517868.7819,606536.3494,566113.0374,529906.5276,919064.3439,172056240.9,903003.8712,184255244.7,32,32,32,0,32,32,32,32,32,0,32,0,32
[Similar to: Trimethoprim impurity C; ΔMass: 188.0284 Da],C16 H26 N6 O12,Full match,Invalid mass,No results,No results,0.69,494.16121,2.653,182914205.8,,,99.7,No matches found,Multiple matches found,DDA for preferred ion,137877328.7,43032606.75,88030406.75,182914205.8,87359.89208,147836312.5,165453862.7,83945.55436,6162774.406,8671967.268,1266155.985,11722588.39,62967.91927,137877328.7,43032606.75,88030406.75,182914205.8,87359.89208,147836312.5,165453862.7,83945.55436,6162774.406,8671967.268,1266155.985,11722588.39,128,128,128,0,16,128,0,32,128,16,16,16,32
L-Aspartic acid,C4 H7 N O4,Full match,Full match,Full match,Full match,-0.07,133.0375,1.087,182573260.3,98.3,83.6,67.9,Multiple matches found,Multiple matches found,DDA for preferred ion,89930455.73,111357160.4,73511368.29,46038825.4,4403768.917,99466067.06,113440195.5,94645360.12,182573260.3,38069840.87,116582337,34104662.16,29991.41113,89930455.73,111357160.4,73511368.29,46038825.4,4403768.917,99466067.06,113440195.5,94645360.12,182573260.3,38069840.87,116582337,34104662.16,128,0,128,128,128,0,0,128,0,128,128,128,32
3-Methyl-2-buten-1-amine,C5 H11 N,Full match,No results,No results,Full match,0.2,85.08917,3.91,181491511.3,,,,No matches found,No matches found,DDA for preferred ion,95554010.95,5762113.624,66490960.16,50413568.21,122359.6827,2525995.762,11662306.7,3601868.132,181491511.3,471404.6695,3227608.31,736653.5987,209432.8359,95554010.95,5762113.624,66490960.16,50413568.21,122359.6827,2525995.762,11662306.7,3601868.132,181491511.3,471404.6695,3227608.31,736653.5987,128,16,128,128,16,16,16,16,0,16,16,16,16
(+)-Piperitol,C20 H20 O6,Full match,Invalid mass,Partial match,Full match,0.27,356.12609,19.373,179989132.6,,,96.8,Multiple matches found,Multiple matches found,DDA for preferred ion,356075.6981,435255.5627,359641.7493,150400560.6,393848.539,389514.001,404554.3594,396612.2075,396316.0037,160169828.1,666773.6451,179989132.6,755369.8206,356075.6981,435255.5627,359641.7493,150400560.6,393848.539,389514.001,404554.3594,396612.2075,396316.0037,160169828.1,666773.6451,179989132.6,32,32,32,64,32,32,32,32,32,0,32,0,32
NP-003553,C20 H34 O4,No match,Invalid mass,No results,No results,64987.99,360.22762,20.064,177230197.7,95.6,9.8,,Multiple matches found,Multiple matches found,DDA for preferred ion,1050417.681,590362.6377,177230197.7,1189209.387,7175077.05,1914579.752,1144873.098,1263126.164,60326911.6,735069.8482,1191229.571,680085.0356,1624823.802,1050417.681,590362.6377,177230197.7,1189209.387,7175077.05,1914579.752,1144873.098,1263126.164,60326911.6,735069.8482,1191229.571,680085.0356,16,32,0,16,128,16,16,16,128,16,128,16,16
,C4 H2 O8 S2,Full match,No results,No results,No results,-4.02,241.91813,0.967,177188440.8,,,,No matches found,No matches found,DDA for preferred ion,141246985.8,132947486.5,141516160,159242828.1,7136606.291,146080528.6,156174312.3,122374422.2,177188440.8,148583557.3,146741289,148113340.8,552913.4159,141246985.8,132947486.5,141516160,159242828.1,7136606.291,146080528.6,156174312.3,122374422.2,177188440.8,148583557.3,146741289,148113340.8,0,0,0,0,128,0,0,0,0,0,0,0,128
"pentane-1,2,3,4,5-pentol",C5 H12 O5,Full match,Full match,Full match,Full match,0.09,152.06849,1.195,173014115.6,99.2,96.2,,Single match found,Multiple matches found,DDA for preferred ion,2824536.956,124529078.5,173014115.6,2867269.046,3774041.384,2104237.977,2626604.744,118724194.2,172999804.6,2495824.535,157735120.5,2407993.859,80020.62988,2824536.956,124529078.5,173014115.6,2867269.046,3774041.384,2104237.977,2626604.744,118724194.2,172999804.6,2495824.535,157735120.5,2407993.859,128,0,0,128,128,16,128,0,0,128,0,16,32
D-Raffinose,C18 H32 O16,No match,Invalid mass,No results,No results,43600.48,526.15105,1.45,168634410.8,89.4,55.6,,Multiple matches found,Multiple matches found,DDA for preferred ion,113986910.1,40043851.35,54289292.2,45567927.74,521918.6102,168634410.8,165121369.6,4877382.844,5964184.928,83142084.55,5223109.127,52807525.72,70695.03867,113986910.1,40043851.35,54289292.2,45567927.74,521918.6102,168634410.8,165121369.6,4877382.844,5964184.928,83142084.55,5223109.127,52807525.72,0,128,128,16,16,0,128,16,16,16,16,16,32
Methionine,C5 H11 N O2 S,Full match,Full match,Full match,Full match,0.06,149.05106,2.192,168114024.6,97.6,90.2,74.8,Multiple matches found,Multiple matches found,DDA for preferred ion,32253044.07,74915028.72,58661400.29,10793663.72,1228258.14,33004269.2,42927329.72,61953176.23,168114024.6,2209047.763,116777084.8,6813853.622,45459.76274,32253044.07,74915028.72,58661400.29,10793663.72,1228258.14,33004269.2,42927329.72,61953176.23,168114024.6,2209047.763,116777084.8,6813853.622,128,128,128,128,128,128,128,128,0,128,0,128,32
Hordenine,C10 H15 N O,Full match,Full match,No results,Not the top hit,0.06,165.11537,5.619,166162918.7,95.3,74.6,76.6,Multiple matches found,Multiple matches found,DDA for preferred ion,166162918.7,66186.13826,125495.3224,243362.1068,50266.66198,1230056.865,3377566.906,105710.027,110467.6216,44032386.94,125430.4941,53710028.78,107489.6413,166162918.7,66186.13826,125495.3224,243362.1068,50266.66198,1230056.865,3377566.906,105710.027,110467.6216,44032386.94,125430.4941,53710028.78,0,32,16,16,16,16,16,16,16,128,16,128,16
Beauvericin,C45 H57 N3 O9,No match,Invalid mass,No results,No results,21734.29,800.43633,20.701,165772634.8,97.4,89.8,,No matches found,Multiple matches found,DDA for preferred ion,491994.4879,355260.0622,62510232.01,217454.5229,2892721.888,222282.1459,221948.8403,450180.4395,165772634.8,234106.4566,550150.4397,233389.2376,261505.6393,491994.4879,355260.0622,62510232.01,217454.5229,2892721.888,222282.1459,221948.8403,450180.4395,165772634.8,234106.4566,550150.4397,233389.2376,16,16,128,32,128,32,32,16,0,32,128,32,32
NP-011220,C11 H18 N2 O2,Full match,Full match,No results,Partial match,-0.08,210.13681,11.528,164306708.1,99,98.4,,Multiple matches found,Multiple matches found,DDA for preferred ion,100239796.3,132082004.8,145836107.9,132949762.8,7097240.581,100700688.6,113309726.2,122546195.4,131986592.5,122833384.2,164306708.1,105505174.6,3740254.76,100239796.3,132082004.8,145836107.9,132949762.8,7097240.581,100700688.6,113309726.2,122546195.4,131986592.5,122833384.2,164306708.1,105505174.6,0,0,0,0,128,128,0,0,0,0,0,0,16
"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol",C4 H6 N6 O4,Full match,Invalid mass,No results,Full match,1.63,202.04538,1.261,162918953.5,,,92.2,Multiple matches found,Multiple matches found,DDA for preferred ion,1515309.648,80664256.78,131688495.4,66788415.55,20197788.74,162918953.5,1168208.884,88881512.08,72396414.06,24496512.1,86409041.27,13219178.76,71286.30873,1515309.648,80664256.78,131688495.4,66788415.55,20197788.74,162918953.5,1168208.884,88881512.08,72396414.06,24496512.1,86409041.27,13219178.76,32,128,0,16,128,16,32,128,128,16,128,16,32
Acetyl-L-carnitine,C9 H17 N O4,Full match,Full match,No results,Full match,-0.31,203.11569,2.068,161539115.2,99.1,87.9,62.9,Multiple matches found,Multiple matches found,DDA for preferred ion,715521.8554,452164.5922,473189.0291,161539115.2,168739.0061,1030523.468,1561060.845,271962.9984,715264.6552,6709078.711,790335.6772,4207748.701,504394.9717,715521.8554,452164.5922,473189.0291,161539115.2,168739.0061,1030523.468,1561060.845,271962.9984,715264.6552,6709078.711,790335.6772,4207748.701,128,128,128,0,16,128,128,128,128,16,128,16,16
1-(Dimethylamino)-2-propanyl acetate,C7 H15 N O2,Full match,Invalid mass,No results,Full match,0.13,145.1103,7.791,161462448.4,,,80.2,Multiple matches found,Multiple matches found,DDA for preferred ion,430603.6114,2320257.749,530980.0359,159759254.9,1395266.307,227879.8714,336391.5595,429705.1608,364762.9094,161462448.4,4428413.404,134445327.6,647359.9945,430603.6114,2320257.749,530980.0359,159759254.9,1395266.307,227879.8714,336391.5595,429705.1608,364762.9094,161462448.4,4428413.404,134445327.6,16,128,128,0,128,128,16,16,16,0,128,0,16
[Similar to: Captopril ; ΔMass: 240.1023 Da],C17 H31 N O13,Full match,Invalid mass,No results,No results,0.07,457.17957,1.317,158063465.3,,,96,Multiple matches found,Multiple matches found,DDA for preferred ion,157299669.2,1700973.712,3074943.205,15127856.28,22255.77173,141213390.9,158063465.3,373765.1626,5571420.889,10384583.64,1772725.72,8066621.474,32728.62715,157299669.2,1700973.712,3074943.205,15127856.28,22255.77173,141213390.9,158063465.3,373765.1626,5571420.889,10384583.64,1772725.72,8066621.474,0,128,128,128,32,0,0,16,128,128,128,128,32
"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,Not the top hit,Full match,No results,Partial match,-0.02,402.16784,17.234,156851875.9,99,10,98.4,Multiple matches found,Multiple matches found,DDA for preferred ion,125878.2786,180286.2844,255010.6908,133143673,124278.1543,281991.927,125112.3344,122392.6908,137733.6312,156851875.9,274729.7208,119053925,416979.2233,125878.2786,180286.2844,255010.6908,133143673,124278.1543,281991.927,125112.3344,122392.6908,137733.6312,156851875.9,274729.7208,119053925,32,16,128,0,32,16,32,32,32,0,16,0,16
NP-015114,C11 H19 N O6,No match,Invalid mass,No results,No match,84183.05,283.10322,6.786,156011904.3,96.7,9.8,99.6,Multiple matches found,Multiple matches found,DDA for preferred ion,114311819.4,53843.95725,55467710.1,156011904.3,1429674.922,114519435.4,133478382.9,1064863.401,22246434.42,128097671.9,887721.4497,112117325.6,47481.6462,114311819.4,53843.95725,55467710.1,156011904.3,1429674.922,114519435.4,133478382.9,1064863.401,22246434.42,128097671.9,887721.4497,112117325.6,0,32,128,0,128,0,0,128,128,0,128,0,32
Glycerol 3-phosphate,C3 H9 O6 P,Full match,Invalid mass,Full match,Not the top hit,0.03,172.01368,1.178,155021980.8,,,95.9,Multiple matches found,Multiple matches found,DDA for preferred ion,13541119.58,34096361.18,88229166.35,10987349.95,1250405.052,10192815.02,14601457.63,67164831.57,155021980.8,8272609.69,59020248.97,6003899.27,41144.44043,13541119.58,34096361.18,88229166.35,10987349.95,1250405.052,10192815.02,14601457.63,67164831.57,155021980.8,8272609.69,59020248.97,6003899.27,128,128,0,128,128,128,128,0,0,128,0,128,32
"2-(14,15-Epoxyeicosatrienoyl) glycerol",C23 H38 O5,No match,Invalid mass,No results,No match,-45686.58,376.25899,20.986,154808211.7,92.4,9.6,99.5,Multiple matches found,Single match found,DDA for preferred ion,1652835.895,69419134.25,21357059.63,29701116.61,1925426.222,1049581.013,1193709.752,93157350.8,154808211.7,31534317.7,152537590.8,27240826.14,1162363.008,1652835.895,69419134.25,21357059.63,29701116.61,1925426.222,1049581.013,1193709.752,93157350.8,154808211.7,31534317.7,152537590.8,27240826.14,16,16,16,16,16,16,16,0,0,16,0,16,16
Pyrogallol,C6 H6 O3,Full match,Full match,No results,Not the top hit,-0.33,126.03165,7.082,154394443.4,94.6,72.5,95.8,Multiple matches found,Multiple matches found,DDA for preferred ion,5911121.154,911596.2642,1224024.006,624895.0144,1097070.212,123780032.8,154394443.4,1748609.093,1848366.46,2964229.98,445826.4863,2166719.933,654812.5454,5911121.154,911596.2642,1224024.006,624895.0144,1097070.212,123780032.8,154394443.4,1748609.093,1848366.46,2964229.98,445826.4863,2166719.933,16,128,16,128,16,0,0,16,16,16,128,16,16
α-Lapachone,C15 H14 O3,No match,Invalid mass,No results,No results,90782.59,264.07224,7.392,154081640.3,87.2,9.4,98.7,Multiple matches found,Multiple matches found,DDA for preferred ion,144589220,91064248.1,55979554.16,57993239.58,981627.1479,142372929.4,154081640.3,80820358.57,85012616.09,43612298.44,96501273.43,36295545.32,323783.7761,144589220,91064248.1,55979554.16,57993239.58,981627.1479,142372929.4,154081640.3,80820358.57,85012616.09,43612298.44,96501273.43,36295545.32,0,128,128,128,128,0,0,128,128,128,128,128,16
Cyclo(phenylalanyl-prolyl),C14 H16 N2 O2,Full match,Full match,No results,Full match,-0.01,244.12118,12.354,152924829.8,99.3,97.4,81.6,Multiple matches found,Multiple matches found,DDA for preferred ion,102808402.2,123891642.6,137788937.2,135189886.1,5198914.931,101358524.2,120928903.7,114832420.7,133239903.8,116370341.2,152924829.8,99956685.35,331900.7187,102808402.2,123891642.6,137788937.2,135189886.1,5198914.931,101358524.2,120928903.7,114832420.7,133239903.8,116370341.2,152924829.8,99956685.35,0,0,0,0,128,0,0,0,0,0,0,0,16
[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,Full match,Invalid mass,No results,No results,0.07,253.15389,6.576,148605053.1,,,94.3,Multiple matches found,No matches found,DDA for preferred ion,7052810.695,1471655.184,1302655.903,148605053.1,89161.17476,125786371.3,132393450.2,1074528.738,1239586.096,3276863.731,58573.2649,3117210.743,65645.00269,7052810.695,1471655.184,1302655.903,148605053.1,89161.17476,125786371.3,132393450.2,1074528.738,1239586.096,3276863.731,58573.2649,3117210.743,16,128,128,0,128,0,0,128,128,16,32,16,16
[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,Full match,Unused,No results,No results,1.01,257.08751,2.776,148404510.2,,,99.8,Multiple matches found,Multiple matches found,DDA for preferred ion,295337.0425,24760358.19,27067178.66,18646598.22,231875.0178,742386.1867,438410.5668,73239947.13,148404510.2,6091089.106,48454761.8,14998874.13,75973.92841,295337.0425,24760358.19,27067178.66,18646598.22,231875.0178,742386.1867,438410.5668,73239947.13,148404510.2,6091089.106,48454761.8,14998874.13,32,128,128,128,128,16,32,128,0,128,128,128,32
