FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 57_CTRL_1246.3,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 19_CTRL_1246.2,Area: 14_CTRL_1177.3,Area: 10_CTRL_1154.3,Area: 2_CTRL_CTRL.2,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 38_BOCU_1177.2,Gap Status: 14_CTRL_1177.3,Gap Status: 10_CTRL_1154.3,Gap Status: 2_CTRL_CTRL.2,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0095,"5-Amino-6,6-bis(ethylsulfanyl)-1,2,3,4-hexanetetrol",C10 H23 N O4 S2,285.10595,6,0,NA,23138061.77,25943781.45,28110400.34,915560.7335,2836738.207,17702587.25,15379342.15,31548664.24,32872422.55,27113013.78,15576542.18,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"5-Amino-6,6-bis(ethylsulfanyl)-1,2,3,4-hexanetetrol",10,23,1,4,0,2,0,2.3,0.4,-0.7999999999999998,83.1,0,-4,-2.3333333333333335,-1,-7,Protein
Feature0094,"5-acetamido-3,5-dideoxy-L-arabino-hept-2-ulopyranosonic acid",C9 H15 N O7,249.08483,4,2,NA,27774530.76,72074836.46,28602361.07,90157218.38,39543233.07,62529988.7,58276318.24,32985438.69,44536502.99,61907353.23,67047305.8,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,"5-acetamido-3,5-dideoxy-L-arabino-hept-2-ulopyranosonic acid",9,15,1,7,0,0,0,1.6666666666666667,0.7777777777777778,0.22222222222222232,53.96666666666666,3,-4,-5,-0.3333333333333333,-5,Carbohydrate
Feature0093,4-Phenylbutyric acid,C10 H12 O2,164.08376,180,6,Metabolic pathways;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Degradation of aromatic compounds;Other,1439613.886,133340722.9,1190572.287,662102.79,61612131.17,1382879.538,1337320.89,2145783.319,16843801.7,112878755.5,1674642.821,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,4-Phenylbutyric acid,10,12,0,2,0,0,0,1.2,0.2,-0.7999999999999998,83.1,5,3,0.375,0.4444444444444444,3,Lignin
Feature0092,4-Penten-1-amine,C5 H11 N,85.08916,17,0,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",442959.052,2050925.241,565519.9326,114053546.8,42593792.25,68465700.18,52458471.29,19409727.45,26837292.39,45516479.27,50631830.34,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,4-Penten-1-amine,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid
Feature0091,4-Methoxycinnamaldehyde,C10 H10 O2,162.0681,108,140,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,470268.3231,46359963.05,480274.9264,5517676.248,47808364.73,552437.62990000006,620946.7849,291789.5884,9348370.137,25079485.52,710065.1493,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,4-Methoxycinnamaldehyde,10,10,0,2,0,0,0,1,0.2,-0.5999999999999996,77.39999999999999,6,4,0.5,0.5555555555555556,4,Lignin
Feature0090,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,90,59,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,1246987609,619738.1238,1159643148,631276.2147,561174.6192,617131.915,918753.3326,1262630331,692874.3561,600307.6428,809990.4968,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0089,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",C29 H33 N O10,555.21068,3,75,Metabolic pathways;Biosynthesis of secondary metabolites;Other,100447393.3,179223.4172,87710256.15,197825.9683,181524.984,183412.9975,188979.8737,85232025.11,199942.6284,178766.3747,195163.2261,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",29,33,1,10,0,0,0,1.1379310344827587,0.3448275862068966,-0.3448275862068968,70.12758620689655,14,4,0.16666666666666666,0.34782608695652173,3,Lignin
Feature0088,4-Hydroxy-3-nitrosobenzamide,C7 H6 N2 O3,166.03788,16,10,NA,131995.1117,889836.1573,753379.8376,893268.9385,823998.0637,836635.4715,667540.3045,938297.7058,1057494.505,730274.5974,695785.0113,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,4-Hydroxy-3-nitrosobenzamide,7,6,2,3,0,0,0,0.8571428571428571,0.42857142857142855,0.8571428571428572,35.87142857142857,6,3,0.5,0.7142857142857143,1,Lignin
Feature0087,4-Guanidinobutyric acid,C5 H11 N3 O2,145.08514,7,6,Metabolic pathways;Other,81105448.19,861566.7528,117229456,3550288.446,470478.2205,67068677.8,58028476.03,135016167,12002564.84,1178455.498,60931057.24,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,4-Guanidinobutyric acid,5,11,3,2,0,0,0,2.2,0.4,0.3999999999999999,48.9,2,0,-Inf,-2,-3,Protein
Feature0086,4-guanidinobutanal,C5 H11 N3 O,129.09017,7,268,Metabolic pathways;Other,34105297.8,4579809.188,53924154.53,21711045.72,2517588.844,105845510.5,87700228.96,68353474.59,6371419.491,3366199.366,87263522.84,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,4-guanidinobutanal,5,11,3,1,0,0,0,2.2,0.2,0,60.3,2,1,-2,-1,-2,Lipid
Feature0085,"4-amino-4-carboxy-2,2,6,6-tetramethyl-1-piperidinyloxy",C10 H20 N2 O3,216.14739,5,103,NA,986067.196,704806.4087,1576929.924,23456778.51,7940291.743,29572279.3,24329749.42,47175452.31,27352952.97,5275135.287,26072454.92,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"4-amino-4-carboxy-2,2,6,6-tetramethyl-1-piperidinyloxy-peak2",10,20,2,3,0,0,0,2,0.3,-0.7999999999999998,83.1,2,-1,-0.6,-0.23076923076923078,-3,Lipid
Feature0084,"4-amino-4-carboxy-2,2,6,6-tetramethyl-1-piperidinyloxy",C10 H20 N2 O3,216.14739,5,106,NA,14001081.39,9885742.767,41422019.2,200457.702,298670.611,862640.4481,407948.6607,889767.2124,834938.574,104478.7551,26072454.92,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"4-amino-4-carboxy-2,2,6,6-tetramethyl-1-piperidinyloxy-peak1",10,20,2,3,0,0,0,2,0.3,-0.7999999999999998,83.1,2,-1,-0.6,-0.23076923076923078,-3,Lipid
Feature0083,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,24,36,NA,620030545.2,259936.9435,562787322.4,297320.7731,295372.3839,265467.8576,1185244.923,633130936.1,589510.4921,266352.9376,260443.4698,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak2",22,26,0,7,0,0,0,1.1818181818181819,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Lignin
Feature0082,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16788,24,30,NA,182365100.6,258868.7887,230989214,287245.797,255252.0086,260923.871,473820.3972,196941397.9,452914.3252,353047.6641,262521.2605,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak1",22,26,0,7,0,0,0,1.1818181818181819,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Lignin
Feature0081,"4,5-Dideoxypentonic acid",C5 H10 O4,134.05785,25,48,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,8884375.068,155666416.3,15094461.08,269702607.1,136780242.7,19536161.7,14533351.06,14801705.6,150298614.9,75354939.13,16928225.69,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"4,5-Dideoxypentonic acid",5,10,0,4,0,0,0,2,0.8,-0.40000000000000036,71.7,1,-3,-3,-0.3333333333333333,-3,Carbohydrate
Feature0080,3696,C10 H14 O2,166.09939,201,169,Metabolic pathways;Biosynthesis of secondary metabolites;Other,1685032.979,1159855.754,776533.5318,6041270.864,1942131.991,1473065.598,1102992.983,1274645.289,18647695.67,1346343.956,1764755.193,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,3696,10,14,0,2,0,0,0,1.4,0.2,-1,88.8,4,2,0.25,0.3333333333333333,2,Lignin
Feature0079,3603307,C9 H19 N O3,189.13649,7,0,NA,1130657.348,1598561.419,1480962.549,854987.0939,1173099.972,595182.0539,878167.3465,2314221.649,1705611.399,1827765.918,705880.5527,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,3603307,9,19,1,3,0,0,0,2.111111111111111,0.3333333333333333,-1.1111111111111107,91.96666666666665,1,-2,-0.6,-0.23076923076923078,-3,Protein
Feature0078,"3-{[(E)-(6,6-Dimethyl-2,4-dioxodihydro-2H-pyran-3(4H)-ylidene)methyl](methyl)amino}propanenitrile",C12 H16 N2 O3,236.11609,35,41,NA,757287.1146,76236.10677,1494065.816,7244334.644,2532458.461,51476144.92,41881817.22,26410384.73,21614220.94,1658184.929,43575977.23,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,"3-{[(E)-(6,6-Dimethyl-2,4-dioxodihydro-2H-pyran-3(4H)-ylidene)methyl](methyl)amino}propanenitrile",12,16,2,3,0,0,0,1.3333333333333333,0.25,-0.33333333333333304,69.79999999999998,6,3,0.14285714285714285,0.29411764705882354,1,Lignin
Feature0077,3-oxovaleric acid,C5 H8 O3,116.04729,33,39,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Other,22187204.75,23115241.26,22622590.75,20286757.66,15675924,14021964.99,13242937.56,26181047.2,43005901.08,21178031.78,13713599.88,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,3-oxovaleric acid,5,8,0,3,0,0,0,1.6,0.6,-0.40000000000000036,71.7,2,-1,-0.5,0.14285714285714285,-1,Amino Sugar
Feature0076,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,C14 H27 N O11,385.1585,5,2,NA,3842507.615,1083997.88,9536808.409,312580.0298,782135.9987,61701405.71,56254266.7,24324495.33,461639.1695,343063.2189,59004774.41,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,14,27,1,11,0,0,0,1.9285714285714286,0.7857142857142857,-0.14285714285714324,64.37142857142858,2,-9,-5,-0.6,-10,Carbohydrate
Feature0075,"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",C12 H16 N2 O3,236.11602,35,33,NA,118159.9589,120444.9356,120228.6495,81868570.91,130165.6387,133603.6271,180606.4131,197184.0945,204511552.8,131010.6094,123907.7896,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",12,16,2,3,0,0,0,1.3333333333333333,0.25,-0.33333333333333304,69.79999999999998,6,3,0.14285714285714285,0.29411764705882354,1,Lignin
Feature0074,3-Methyl-2-buten-1-amine,C5 H11 N,85.08916,17,0,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",285658.591,3851171.055,473532.1994,181291876.6,67432516.47,111989171.5,97437591.7,50352439.41,66916209.06,78791992.12,96258731.53,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,3-Methyl-2-buten-1-amine,5,11,1,0,0,0,0,2.2,0,-1.5999999999999996,105.89999999999998,1,1,0,0,0,Lipid
Feature0073,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,538.18406,1,47,NA,498996248.6,671866.4303,460374444.9,741603.0184,680179.8238,687572.1814,708441.0906,436545553.5,749537.8791,681481.4518,731621.0241,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,0,10,0,0,0,1.0344827586206897,0.3448275862068966,-0.3448275862068968,70.12758620689655,15,5,0.2631578947368421,0.4166666666666667,5,Lignin
Feature0072,3-hydroxy-cis-5-octenoylcarnitine,C15 H27 N O5,301.18898,11,32,NA,1219816.918,1013677.927,2065768.198,1552318.95,716763.9068,662498.9073,85422.16632,2720498.736,2879158.587,1246764.581,1219940.798,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,3-hydroxy-cis-5-octenoylcarnitine,15,27,1,5,0,0,0,1.8,0.3333333333333333,-0.9333333333333336,86.9,3,-2,-0.3333333333333333,-0.043478260869565216,-3,Protein
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,7,18,NA,26675784.68,79661274.74,11472395.37,221915981.6,110729122.3,618004.614,610671.6469,33284757.05,40007427.51,39489605.65,464149.31,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.8888888888888888,0.6666666666666666,-0.22222222222222232,66.63333333333333,2,-4,-2.5,-0.4,-5,Amino Sugar
Feature0070,3-hydroxy-3-methylpentanedioic acid,C6 H10 O5,162.05286,54,77,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,668775672.8,12557157.44,806504324.1,116215686.4,38874445.34,1249718157,789104165.2,901012028.2,67162907.55,35025153.89,1049730560,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,3-hydroxy-3-methylpentanedioic acid,6,10,0,5,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,2,-3,-3,-0.14285714285714285,-3,Carbohydrate
Feature0069,3-Carboxytyrosine,C10 H11 N O5,225.0637,28,9,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Other,29077714.22,223886.886,34326390.42,104244.8096,98992.93618,206513.4791,196843.3139,47696547.9,88846.47889,106728.6247,198408.449,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,3-Carboxytyrosine,10,11,1,5,0,0,0,1.1,0.5,0.20000000000000018,54.599999999999994,6,1,0,0.38461538461538464,0,Lignin
Feature0068,"3-[(4-hydroxyphenyl)methyl]-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",C14 H16 N2 O3,260.11609,34,4,NA,30908198.88,33233406.3,36745927.23,37623818.43,16052188.76,37730835.66,31163641.23,40100582.26,41027607.17,32493208.66,35208616.13,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"3-[(4-hydroxyphenyl)methyl]-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",14,16,2,3,0,0,0,1.1428571428571428,0.21428571428571427,-0.2857142857142856,68.44285714285714,8,5,0.3333333333333333,0.42857142857142855,3,Lignin
Feature0067,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",C10 H16 N2 O2,196.12119,27,15,NA,54354980.13,107332854.3,63382716.57,95829168.24,78919591.46,78605038.48,65141269.31,70775293.32,97869577.35,91123558.37,69118287.63,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,No gap,No gap,Full gap,No gap,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",10,16,2,2,0,0,0,1.6,0.2,-0.5999999999999996,77.39999999999999,4,2,0,0.14285714285714285,0,Lipid
Feature0066,"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",C9 H14 N2 O3,198.10045,10,20,NA,51182809.86,74593470.47,59709117.25,72647980.29,61622105.33,56851447.48,47095178.26,64946688.71,69389081.35,62434821.05,50925025.39,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",9,14,2,3,0,0,0,1.5555555555555556,0.3333333333333333,-0.22222222222222232,66.63333333333333,4,1,-0.25,0.09090909090909091,-1,Protein
Feature0065,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14159,63,6,NA,253299883.6,250069102.1,269126735.9,9097429.377,5526368.096,11166842.08,3010336.152,1596605.001,2488083.326,1939735.451,1718251.685,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"3,4-Methylenedioxy-N-propylamphetamine-peak2",13,19,1,2,0,0,0,1.4615384615384615,0.15384615384615385,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Lignin
Feature0064,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14159,63,2,NA,1508761.027,565360.1076,696335.5276,171015929.5,197821865.1,170042987.1,191839352.2,170869403.3,169016198,175272176.2,174269768.9,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,No gap,"3,4-Methylenedioxy-N-propylamphetamine-peak1",13,19,1,2,0,0,0,1.4615384615384615,0.15384615384615385,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Lignin
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,152,48,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,88271.09736,624899771.4,86474.71703,54620662.42,488185815.9,123705.5711,110537.6974,261346.2088,179747755.4,389754475.2,113156.7877,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.5999999999999996,77.39999999999999,5,2,0.2857142857142857,0.4117647058823529,2,Lignin
Feature0062,2050867,C12 H23 N O4,245.16269,32,1,NA,4333951.713,219115.2208,5323748.547,309022.3359,294602.0221,224479.0055,220971.0957,11662247.65,259638.5164,196468.3664,169307.3942,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,2050867,12,23,1,4,0,0,0,1.9166666666666667,0.3333333333333333,-1,88.8,2,-2,-0.42857142857142855,-0.1111111111111111,-3,Protein
Feature0061,2-O-(beta-D-glucosyl)-sn-glycerol 3-phosphate,C9 H19 O11 P,334.06664,11,2,NA,10732302.76,494539.5197,13058528.23,2596453.594,350157.9562,2411965.566,2731361.074,14151105.96,4370958.592,931946.2033,2987802.459,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,2-O-(beta-D-glucosyl)-sn-glycerol 3-phosphate,9,19,0,11,0,0,1,2.111111111111111,1.2222222222222223,-0.22222222222222232,66.63333333333333,1,-10,3.6666666666666665,-2.2,-11,Carbohydrate
Feature0060,2-Methylhippuric Acid,C10 H11 N O3,193.0739,66,50,Other,17945400.13,34387441.73,20352885.57,35275171.26,25737372.39,25429914.03,22051631.79,24450480.38,37917412.59,27291808.91,22164573.03,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,2-Methylhippuric Acid,10,11,1,3,0,0,0,1.1,0.3,-0.20000000000000018,66,6,3,0.3333333333333333,0.4666666666666667,2,Lignin
Feature0059,"2-Hydrazino-4-methoxy-6-(4-morpholinyl)-1,3,5-triazine",C8 H14 N6 O2,226.11807,1,39,NA,26968634.75,28803407.37,28365912.15,98724271.76,90139046.28,93378956.93,88208921.64,84991648.65,90470131.94,82863665.98,77793536.09,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,"2-Hydrazino-4-methoxy-6-(4-morpholinyl)-1,3,5-triazine",8,14,6,2,0,0,0,1.75,0.25,1,31.799999999999997,5,3,-Inf,-2,-3,Lipid
Feature0058,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29265,8,2,NA,242459.2962,198107.5816,223124025.9,229718667,241718588.6,233511401.7,231344581.5,252884209.8,4911160.906,8080869.992,7449005.946,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"2-Hexyl-3,5-dipentylpyridine-peak2",21,37,1,0,0,0,0,1.7619047619047619,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid
Feature0057,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29265,8,2,NA,211526532.3,211565050,223124025.9,6528718.669,1356788.226,26386040.56,156796.7797,337594.4326,4946515.209,8139042.293,641220.2545,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"2-Hexyl-3,5-dipentylpyridine-peak1",21,37,1,0,0,0,0,1.7619047619047619,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid
Feature0056,2-Acetamido-2-deoxyhexitol,C8 H17 N O6,223.10559,5,3,NA,129192682.1,6934666.429,127445015.5,16149094.22,6101483.971,51587754.12,40448894.35,136326064.6,4898098.747,6010646.111,46293405.93,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,2-Acetamido-2-deoxyhexitol,8,17,1,6,0,0,0,2.125,0.75,-0.25,67.425,1,-5,-6,-0.75,-6,Carbohydrate
Feature0055,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",C13 H21 N3 O3,267.15832,4,9,NA,2911575.983,28929728.85,3413524.494,89561734.24,15486844.53,181447.6341,474893.9921,3523890.867,84545387.52,25198301.3,167707.1493,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",13,21,3,3,0,0,0,1.6153846153846154,0.23076923076923078,-0.4615384615384617,73.45384615384616,5,2,-0.14285714285714285,0.058823529411764705,-1,Lipid
Feature0054,"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid",C15 H24 O3,252.17254,72,16,Other,6586445.032,61675063.31,6449029.184,9812330.552,190686286,7614832.775,8383452.96,7049307.549,9332203.984,29402652.45,7239567.004,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid",15,24,0,3,0,0,0,1.6,0.2,-1.2000000000000002,94.5,4,1,0.08333333333333333,0.18518518518518517,1,Lipid
Feature0053,"2,4-Pentadienoic acid",C5 H6 O2,98.03676,30,56,Microbial metabolism in diverse environments;Other,8902443.975,42629047.6,3851293.526,63315132.38,30411097.9,18285518.22,11764770.6,9035602.3,61800396.59,56993158.5,10844410.9,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"2,4-Pentadienoic acid",5,6,0,2,0,0,0,1.2,0.4,-0.40000000000000036,71.7,3,1,0.3333333333333333,0.5,1,Lignin
Feature0052,"2,4-Diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose",C10 H18 N2 O5,246.12157,22,3,Metabolic pathways;Other,14750944.05,17654167.7,36258046.29,27195527.15,7857465.019,16385399.59,13742464.22,47846196.93,10715523.5,11249051.11,14153222.85,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"2,4-Diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose",10,18,2,5,0,0,0,1.8,0.5,-0.20000000000000018,66,3,-2,-1.3333333333333333,-0.2727272727272727,-4,Protein
Feature0051,"2,3,9-Trimethoxy-6a,12a-dihydrochromeno[3,4-b]chromen-12(6H)-one",C19 H18 O6,342.11042,35,119,Biosynthesis of secondary metabolites;Other,88861939.05,213710.0094,81185991.57,223763.3565,201351.9661,247753.0505,216761.501,89219347.64,212716.236,204336.7424,216955.8949,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,"2,3,9-Trimethoxy-6a,12a-dihydrochromeno[3,4-b]chromen-12(6H)-one",19,18,0,6,0,0,0,0.9473684210526315,0.3157894736842105,-0.3157894736842106,69.3,11,5,0.38461538461538464,0.5,5,Lignin
