FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,SampleID,AUC
Feature0017,NA,C11 H21 N O8 S,327.09887,1,0,Other,Feature0017,11,21,1,8,0,1,0,1.9090909090909092,0.7272727272727273,0,60.3,2,-6,-8,-0.8,-8,Carbohydrate,14_CTRL_1177.3,1792001.645
Feature0016,NA,C35 H63 N O3,545.48105,0,0,NA,Feature0016,35,63,1,3,0,0,0,1.8,0.08571428571428572,-1.5428571428571427,104.27142857142857,5,2,0.03225806451612903,0.07692307692307693,1,Lipid,14_CTRL_1177.3,1055813.806
Feature0015,NA,C35 H63 N O3,545.48106,0,0,NA,Feature0015,35,63,1,3,0,0,0,1.8,0.08571428571428572,-1.5428571428571427,104.27142857142857,5,2,0.03225806451612903,0.07692307692307693,1,Lipid,14_CTRL_1177.3,64538981.83
Feature0014,NA,C18 H34 N2 O12,470.2113,0,0,NA,Feature0014,18,34,2,12,0,0,0,1.8888888888888888,0.6666666666666666,-0.22222222222222232,66.63333333333333,3,-9,-2.75,-0.5,-11,Amino Sugar,14_CTRL_1177.3,1471852.557
Feature0013,NA,C3 H2 N4 O18 S2,445.88051,0,0,NA,Feature0013,3,2,4,18,0,2,0,0.6666666666666666,6,16.666666666666664,-414.69999999999993,5,-13,0.9047619047619048,0.8333333333333334,-19,Other,14_CTRL_1177.3,53393383.58
Feature0012,NA,C6 H5 O13 P3,377.89309,0,0,NA,Feature0012,6,5,0,13,0,0,3,0.8333333333333334,2.1666666666666665,1,31.799999999999997,6,-7,1,1,-10,Other,14_CTRL_1177.3,42283411.34
Feature0011,NA,C16 H28 N2 O13,456.15919,0,0,NA,Feature0011,16,28,2,13,0,0,0,1.75,0.8125,0.25,53.175,4,-9,-11,-0.6,-11,Carbohydrate,14_CTRL_1177.3,166533.1402
Feature0010,NA,C10 H17 N7 O8,363.11421,0,0,NA,Feature0010,10,17,7,8,0,0,0,1.7,0.8,2,3.299999999999997,6,-2,1.8,5,-9,Carbohydrate,14_CTRL_1177.3,5079653.499
Feature0009,NA,C22 H39 N O17,589.22211,0,0,NA,Feature0009,22,39,1,17,0,0,0,1.7727272727272727,0.7727272727272727,-0.09090909090909083,62.890909090909084,4,-13,-3.5,-0.44,-14,Carbohydrate,14_CTRL_1177.3,563080.3472
Feature0008,NA,C39 H74 N2 O6,666.55504,0,0,NA,Feature0008,39,74,2,6,0,0,0,1.8974358974358974,0.15384615384615385,-1.4358974358974361,101.22307692307692,4,-2,-0.12903225806451613,-0.029411764705882353,-4,Lipid,14_CTRL_1177.3,182797.9245
Feature0007,NA,C11 H18 N3 O6 P S,351.06551,0,0,NA,Feature0007,11,18,3,6,0,1,1,1.6363636363636365,0.5454545454545454,0,60.3,5,-1,-Inf,-1,-6,Protein,14_CTRL_1177.3,6705847.621
Feature0006,NA,C9 H9 N2 O6 P3 S4,461.85452,0,0,NA,Feature0006,9,9,2,6,0,4,3,1,0.6666666666666666,0.22222222222222232,53.96666666666666,8,2,1.1666666666666667,1.3333333333333333,-7,Other,14_CTRL_1177.3,22472693.93
Feature0005,NA,C4 H N4 O7 P3,309.90566,0,0,NA,Feature0005,4,1,4,7,0,0,3,0.25,1.75,2.5,-10.950000000000003,8,1,0.6,0.38461538461538464,-6,Other,14_CTRL_1177.3,26556998.13
Feature0004,NA,C9 H8 O17 P2 S2,513.86803,0,0,NA,Feature0004,9,8,0,17,0,2,2,0.8888888888888888,1.8888888888888888,2.2222222222222223,-3.0333333333333385,7,-10,1.1666666666666667,1.5714285714285714,-14,Other,14_CTRL_1177.3,30987235.85
Feature0003,NA,C3 H5 N2 P S,131.99089,0,0,NA,Feature0003,3,5,2,0,0,1,1,1.6666666666666667,0,-0.666666666666667,79.30000000000001,3,3,1,1,-1,Lipid,14_CTRL_1177.3,22964383.98
Feature0002,NA,C H3 N O5,109.00137,0,0,NA,Feature0002,1,3,1,5,0,0,0,3,5,10,-224.7,1,-4,1,1,-5,Other,14_CTRL_1177.3,11796580.24
Feature0001,NA,C6 H N6 O5 P3 S2,393.86699,0,0,NA,Feature0001,6,1,6,5,0,2,3,0.16666666666666666,0.8333333333333334,2.666666666666667,-15.700000000000017,11,6,0.5,0.3333333333333333,-5,Other,14_CTRL_1177.3,16147031.87
Feature0365,δ-Valerolactam,C5 H9 N O,99.06838,38,62,Biosynthesis of secondary metabolites;Cyanoamino acid metabolism,δ-Valerolactam,5,9,1,1,0,0,0,1.8,0.2,-0.7999999999999998,83.1,2,1,0,0.14285714285714285,0,Lipid,10_CTRL_1154.3,3594321.743
Feature0364,α-Eleostearic acid,C18 H30 O2,278.22457000000003,58,23,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,α-Eleostearic acid,18,30,0,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666667,4,2,0.125,0.17647058823529413,2,Lipid,10_CTRL_1154.3,5183422.105
Feature0363,Υ-Aminobutyric acid (GABA),C4 H9 N O2,103.06331,38,65,Metabolic pathways;Microbial metabolism in diverse environments;Other,Υ-Aminobutyric acid (GABA),4,9,1,2,0,0,0,2.25,0.5,-0.5,74.55,1,-1,-2,-0.5,-2,Protein,10_CTRL_1154.3,115261485.8
Feature0362,Valylproline,C10 H18 N2 O3,214.13173,10,45,Metabolic pathways;Biosynthesis of cofactors;Other,Valylproline,10,18,2,3,0,0,0,1.8,0.3,-0.5999999999999996,77.39999999999999,3,0,-0.4,-0.07692307692307693,-2,Lipid,10_CTRL_1154.3,56446434.62
Feature0361,Valyllysine,C11 H23 N3 O3,245.17392,4,17,NA,Valyllysine,11,23,3,3,0,0,0,2.090909090909091,0.2727272727272727,-0.7272727272727275,81.02727272727273,2,-1,-0.8,-0.38461538461538464,-4,Lipid,10_CTRL_1154.3,5816016.742
Feature0360,Valine,C5 H11 N O2,117.07893,43,147,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,Valine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,10_CTRL_1154.3,247587012
Feature0359,Val-Leu,C11 H22 N2 O3,230.16304,12,50,NA,Val-Leu,11,22,2,3,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid,10_CTRL_1154.3,6949667.995
Feature0358,val-his,C11 H18 N4 O3,254.13787,9,117,NA,val-his,11,18,4,3,0,0,0,1.6363636363636365,0.2727272727272727,0,60.3,5,2,-0.5,-0.09090909090909091,-2,Lipid,10_CTRL_1154.3,7905339.997
Feature0357,val-arg,C11 H23 N5 O3,273.18012,4,0,NA,val-arg,11,23,5,3,0,0,0,2.090909090909091,0.2727272727272727,-0.18181818181818166,65.48181818181817,3,0,-1.6666666666666667,-0.7777777777777778,-5,Lipid,10_CTRL_1154.3,9232767.157
Feature0356,Uracil,C4 H4 N2 O2,112.02722,16,19,Metabolic pathways;Other,Uracil,4,4,2,2,0,0,0,1,0.5,1.5,17.549999999999997,4,2,NA,1,0,Phenol,10_CTRL_1154.3,24378652.72
Feature0355,Tris(hydroxymethyl)aminomethane,C4 H11 N O3,121.07387,1,0,NA,Tris(hydroxymethyl)aminomethane,4,11,1,3,0,0,0,2.75,0.75,-0.5,74.55,0,-3,-Inf,-1.6666666666666667,-4,Other,10_CTRL_1154.3,594761.269
Feature0354,Trigonelline,C7 H7 N O2,137.04767,42,28,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Other",Trigonelline,7,7,1,2,0,0,0,1,0.2857142857142857,0,60.3,5,3,0.5,0.6,2,Phenol,10_CTRL_1154.3,196697.4919
Feature0353,Tolycaine,C15 H22 N2 O3,278.16307,24,52,NA,Tolycaine,15,22,2,3,0,0,0,1.4666666666666666,0.2,-0.666666666666667,79.30000000000001,6,3,0.1,0.21739130434782608,1,Phenol,10_CTRL_1154.3,2151670.045
Feature0352,Tn Antigen,C11 H20 N2 O8,308.12198,10,6,NA,Tn Antigen,11,20,2,8,0,0,0,1.8181818181818181,0.7272727272727273,0.18181818181818166,55.11818181818182,3,-5,-7,-0.6,-7,Carbohydrate,10_CTRL_1154.3,4732440.72
Feature0351,Tiglic acid,C5 H8 O2,100.05241,59,1,NA,Tiglic acid,5,8,0,2,0,0,0,1.6,0.4,-0.7999999999999998,83.1,2,0,0,0.25,0,Protein,10_CTRL_1154.3,11997089.32
Feature0350,Thymine,C5 H6 N2 O2,126.04289,38,52,Metabolic pathways;Other,Thymine,5,6,2,2,0,0,0,1.2,0.4,0.7999999999999998,37.5,4,2,0,0.5,0,Phenol,10_CTRL_1154.3,15605612.85
Feature0349,Tetrolic Acid,C4 H4 O2,84.02115,12,0,Metabolic pathways;Other,Tetrolic Acid,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,10_CTRL_1154.3,3114934.562
Feature0348,tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,C11 H22 N2 O3,230.16305,12,54,NA,tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,11,22,2,3,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid,10_CTRL_1154.3,9538221.14
Feature0347,Stavudine,C10 H12 N2 O4,224.07968,31,4,Metabolic pathways;Biosynthesis of cofactors;Other,Stavudine,10,12,2,4,0,0,0,1.2,0.4,0.20000000000000018,54.599999999999994,6,2,0,0.3333333333333333,0,Phenol,10_CTRL_1154.3,115706.2144
Feature0346,Sorbic acid,C6 H8 O2,112.05238,61,206,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Sorbic acid,6,8,0,2,0,0,0,1.3333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,3,1,0.25,0.4,1,Phenol,10_CTRL_1154.3,25196534.76
Feature0345,Pyrone,C5 H4 O2,96.02111,7,114,Metabolic pathways;Microbial metabolism in diverse environments;Other,Pyrone,5,4,0,2,0,0,0,0.8,0.4,0,60.3,4,2,0.6666666666666666,0.75,2,Condensed HC,10_CTRL_1154.3,1245538.434
Feature0344,pyroglutamine,C5 H8 N2 O2,128.05857,22,1,Metabolic pathways;Cyanoamino acid metabolism;Other,pyroglutamine,5,8,2,2,0,0,0,1.6,0.4,0.3999999999999999,48.9,3,1,-1,0,-1,Protein,10_CTRL_1154.3,4081557.37
Feature0343,Pyrogallol,C6 H6 O3,126.03166,32,6,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Pyrogallol,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,10_CTRL_1154.3,318563.1165
Feature0342,Pyridoxine,C8 H11 N O3,169.07391,21,30,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,Pyridoxine,8,11,1,3,0,0,0,1.375,0.375,-0.25,67.425,4,1,0,0.2727272727272727,0,Phenol,10_CTRL_1154.3,3072573.394
Feature0341,PYRIDOXAMINE,C8 H12 N2 O2,168.08991,39,40,Metabolic pathways;Microbial metabolism in diverse environments;Other,PYRIDOXAMINE,8,12,2,2,0,0,0,1.5,0.25,-0.25,67.425,4,2,0,0.2,0,Lipid,10_CTRL_1154.3,92693873.19
Feature0340,propionyl adenylate,C13 H17 N5 O5,323.12166,3,308,NA,propionyl adenylate,13,17,5,5,0,0,0,1.3076923076923077,0.38461538461538464,0.6153846153846154,42.76153846153846,8,3,-0.6666666666666666,0.09090909090909091,-2,Phenol,10_CTRL_1154.3,2152698.551
Feature0339,"Propane, 1,3-diacetoxy-2-acetoxymethyl-2-nitro-",C10 H15 N O8,277.07983,3,0,NA,"Propane, 1,3-diacetoxy-2-acetoxymethyl-2-nitro-",10,15,1,8,0,0,0,1.5,0.8,0.3999999999999999,48.9,4,-4,-5,-0.2,-5,Carbohydrate,10_CTRL_1154.3,44972548.88
Feature0338,Proline,C5 H9 N O2,115.06328,32,31,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other,Proline,5,9,1,2,0,0,0,1.8,0.4,-0.40000000000000036,71.7,2,0,-0.5,0,-1,Protein,10_CTRL_1154.3,161977776.7
Feature0337,pro-his,C11 H16 N4 O3,252.12226,9,80,NA,pro-his,11,16,4,3,0,0,0,1.4545454545454546,0.2727272727272727,0.18181818181818166,55.11818181818182,6,3,-0.25,0.09090909090909091,-1,Phenol,10_CTRL_1154.3,15369258.7
Feature0336,Piptamine(antibiotic),C23 H41 N,331.32396,7,0,NA,Piptamine(antibiotic),23,41,1,0,0,0,0,1.7826086956521738,0,-1.6521739130434785,107.38695652173914,4,4,0.13636363636363635,0.13636363636363635,3,Lipid,10_CTRL_1154.3,210449.3347
Feature0335,Pipecolic acid,C6 H11 N O2,129.07898,57,180,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",Pipecolic acid-peak2,6,11,1,2,0,0,0,1.8333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,2,0,-0.3333333333333333,0,-1,Protein,10_CTRL_1154.3,6519986.873
Feature0334,Pipecolic acid,C6 H11 N O2,129.07895,57,47,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",Pipecolic acid-peak1,6,11,1,2,0,0,0,1.8333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,2,0,-0.3333333333333333,0,-1,Protein,10_CTRL_1154.3,9670294.956
Feature0333,Pinolenic acid,C18 H30 O2,278.22458,58,15,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,Pinolenic acid,18,30,0,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666667,4,2,0.125,0.17647058823529413,2,Lipid,10_CTRL_1154.3,4106525.856
Feature0332,Phloroglucinol,C6 H6 O3,126.03166,32,66,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Phloroglucinol,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,10_CTRL_1154.3,4447962.81
Feature0331,Phenacetin,C10 H13 N O2,179.0946,104,25,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Phenacetin,10,13,1,2,0,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Phenol,10_CTRL_1154.3,99356311.14
Feature0330,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06848,9,3,Metabolic pathways;ABC transporters;Other,"pentane-1,2,3,4,5-pentol",5,12,0,5,0,0,0,2.4,1,-0.40000000000000036,71.7,0,-5,-Inf,-1,-5,Carbohydrate,10_CTRL_1154.3,164419268.8
Feature0329,Penicillic acid,C8 H10 O4,170.05795,48,60,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Penicillic acid,8,10,0,4,0,0,0,1.25,0.5,-0.25,67.425,4,0,0,0.3333333333333333,0,Phenol,10_CTRL_1154.3,7680196.916
Feature0328,"Octahydro-1,6,7,8-indolizinetetrol",C8 H15 N O4,189.10014,32,77,NA,"Octahydro-1,6,7,8-indolizinetetrol",8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,10_CTRL_1154.3,20551953
Feature0327,O-Ethylthreonine,C6 H13 N O3,147.08956,31,24,Biosynthesis of secondary metabolites;Cyanoamino acid metabolism,O-Ethylthreonine,6,13,1,3,0,0,0,2.1666666666666665,0.5,-0.666666666666667,79.30000000000001,1,-2,-1.5,-0.42857142857142855,-3,Protein,10_CTRL_1154.3,7613082.665
Feature0326,N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,174.10047,23,29,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,N~2~-Acetyl-L-ornithine,7,14,2,3,0,0,0,2,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,10_CTRL_1154.3,6211330.907
Feature0325,NP-021733,C7 H13 N O2,143.09464,55,31,ABC transporters,NP-021733,7,13,1,2,0,0,0,1.8571428571428572,0.2857142857142857,-0.8571428571428568,84.72857142857141,2,0,-0.25,0,-1,Lipid,10_CTRL_1154.3,197089.6718
Feature0324,NP-019988,C10 H10 O4,194.05792,80,6,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,NP-019988,10,10,0,4,0,0,0,1,0.4,-0.20000000000000018,66,6,2,0.3333333333333333,0.5,2,Phenol,10_CTRL_1154.3,2013171.869
Feature0323,NP-019811,C6 H7 N O2,125.04764,21,108,"Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",NP-019811,6,7,1,2,0,0,0,1.1666666666666667,0.3333333333333333,0,60.3,4,2,0.3333333333333333,0.5,1,Phenol,10_CTRL_1154.3,870476.7369
Feature0322,NP-019445,C10 H10 O4,194.05792,80,10,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.20000000000000018,66,6,2,0.3333333333333333,0.5,2,Phenol,10_CTRL_1154.3,11557381.19
Feature0321,NP-016455,C11 H18 N2 O4,242.12665,7,6,NA,NP-016455,11,18,2,4,0,0,0,1.6363636363636365,0.36363636363636365,-0.3636363636363633,70.66363636363636,4,0,-0.4,0,-2,Protein,10_CTRL_1154.3,466542.2861
Feature0320,NP-014287,C18 H32 O3,296.23516,26,20,Metabolic pathways;Other,NP-014287,18,32,0,3,0,0,0,1.7777777777777777,0.16666666666666666,-1.4444444444444446,101.46666666666667,3,0,0,0.09090909090909091,0,Lipid,10_CTRL_1154.3,10496050.1
Feature0319,NP-013538,C12 H16 O8,288.08457,11,7,NA,NP-013538,12,16,0,8,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,5,-3,-0.75,0.125,-3,Other,10_CTRL_1154.3,1585420.157
Feature0318,NP-011220,C11 H18 N2 O2,210.13681,14,9,NA,NP-011220,11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818182,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,10_CTRL_1154.3,132210361.6
Feature0317,NP-007065,C8 H10 O3,154.06301,53,30,Microbial metabolism in diverse environments;Other,NP-007065,8,10,0,3,0,0,0,1.25,0.375,-0.5,74.55,4,1,0.2,0.38461538461538464,1,Phenol,10_CTRL_1154.3,1638533.776
Feature0316,NP-003553,C20 H34 O4,338.24574,42,6,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NP-003553,20,34,0,4,0,0,0,1.7,0.2,-1.2999999999999998,97.35,4,0,0,0.1111111111111111,0,Lipid,10_CTRL_1154.3,1985436.135
Feature0315,Nonylbenzene,C15 H24,204.18777,455,167,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Nonylbenzene,15,24,0,0,0,0,0,1.6,0,-1.5999999999999996,105.89999999999998,4,4,0.26666666666666666,0.26666666666666666,4,Lipid,10_CTRL_1154.3,19117118.56
Feature0314,Nicotinic acid,C6 H5 N O2,123.03198,9,45,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Degradation of aromatic compounds;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",Nicotinic acid,6,5,1,2,0,0,0,0.8333333333333334,0.3333333333333333,0.3333333333333335,50.8,5,3,0.6666666666666666,0.75,2,Phenol,10_CTRL_1154.3,21808356.14
Feature0313,Nicotinamide,C6 H6 N2 O,122.04796,13,35,Metabolic pathways;Biosynthesis of cofactors;Other,Nicotinamide,6,6,2,1,0,0,0,1,0.16666666666666666,0.3333333333333335,50.8,5,4,0.6666666666666666,0.7142857142857143,2,Phenol,10_CTRL_1154.3,170059.0154
Feature0312,Ne-Acetyllysine,C8 H16 N2 O3,188.11612,27,149,Metabolic pathways;Other,Ne-Acetyllysine,8,16,2,3,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,10_CTRL_1154.3,4895524.496
Feature0311,N8-Acetylspermidine,C9 H21 N3 O,187.16849,2,1,NA,N8-Acetylspermidine,9,21,3,1,0,0,0,2.3333333333333335,0.1111111111111111,-1.1111111111111107,91.96666666666665,1,0,-0.6,-0.45454545454545453,-3,Lipid,10_CTRL_1154.3,2060909.119
Feature0310,"N3,N4-Dimethyl-L-arginine",C8 H18 N4 O2,202.14285,6,2,NA,"N3,N4-Dimethyl-L-arginine",8,18,4,2,0,0,0,2.25,0.25,-0.25,67.425,2,0,-2,-1,-4,Lipid,10_CTRL_1154.3,56635299.57
Feature0309,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13244,2,0,NA,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak2,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,10_CTRL_1154.3,97947.33255
Feature0308,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,2,0,NA,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,10_CTRL_1154.3,100439.802
Feature0307,N-Caffeoylputrescine,C13 H18 N2 O3,250.1317,27,21,NA,N-Caffeoylputrescine,13,18,2,3,0,0,0,1.3846153846153846,0.23076923076923078,-0.4615384615384617,73.45384615384616,6,3,0.125,0.2631578947368421,1,Phenol,10_CTRL_1154.3,143169.5385
Feature0306,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,225.14773,12,36,NA,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,11,19,3,2,0,0,0,1.7272727272727273,0.18181818181818182,-0.5454545454545459,75.84545454545456,4,2,-0.16666666666666666,0,-1,Lipid,10_CTRL_1154.3,52436562.71
Feature0305,N-Acetylvaline,C7 H13 N O3,159.08956,56,2,"Metabolic pathways;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",N-Acetylvaline,7,13,1,3,0,0,0,1.8571428571428572,0.42857142857142855,-0.5714285714285712,76.58571428571427,2,-1,-0.6666666666666666,-0.1111111111111111,-2,Protein,10_CTRL_1154.3,163954.5644
Feature0304,N-Acetyl-L-histidine,C8 H11 N3 O3,197.08006,14,58,NA,N-Acetyl-L-histidine,8,11,3,3,0,0,0,1.375,0.375,0.5,46.05,5,2,-0.5,0.14285714285714285,-1,Phenol,10_CTRL_1154.3,5518006.683
Feature0303,N-Acetyl-D-galactosamine,C8 H15 N O6,221.08991,22,10,Metabolic pathways;ABC transporters;Other,N-Acetyl-D-galactosamine,8,15,1,6,0,0,0,1.875,0.75,0,60.3,2,-4,-5,-0.5,-5,Carbohydrate,10_CTRL_1154.3,12601610.37
Feature0302,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",C8 H15 N O7,237.08488,12,4,NA,"N-Acetyl-3,4,5,6-tetrahydroxynorleucine",8,15,1,7,0,0,0,1.875,0.875,0.25,53.175,2,-5,-Inf,-0.7142857142857143,-6,Carbohydrate,10_CTRL_1154.3,36414611.87
Feature0301,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",C8 H13 N O6,219.0743,7,4,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,"N-[5-(1,2-Dihydroxyethyl)-4-hydroxy-2-oxotetrahydro-3-furanyl]acetamide",8,13,1,6,0,0,0,1.625,0.75,0.25,53.175,3,-3,-4,-0.25,-4,Carbohydrate,10_CTRL_1154.3,24223119.82
Feature0300,"N-[3-Chloro-4-(3-methyl-2,5-dioxo-3-phenyl-1-pyrrolidinyl)phenyl]-2-pyridinecarboxamide",C23 H18 Cl N3 O3,419.10311,2,0,NA,"N-[3-Chloro-4-(3-methyl-2,5-dioxo-3-phenyl-1-pyrrolidinyl)phenyl]-2-pyridinecarboxamide",24,18,3,3,1,0,0,0.75,0.125,-0.125,63.8625,17.5,14.5,0.6388888888888888,0.6666666666666666,11.5,Condensed HC,10_CTRL_1154.3,490913.6623
Feature0299,N-(3-Carboxypropanoyl)-5-hydroxynorvaline,C9 H15 N O6,233.08993,5,1,NA,N-(3-Carboxypropanoyl)-5-hydroxynorvaline,9,15,1,6,0,0,0,1.6666666666666667,0.6666666666666666,0,60.3,3,-3,-2,-0.2,-4,Amino Sugar,10_CTRL_1154.3,25691296.44
Feature0298,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,29,6,Metabolic pathways;Biosynthesis of cofactors;Other,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,6,0,0,0,0,1,0,0.2857142857142856,52.15714285714286,11,11,0.625,0.625,5,Unsaturated HC,10_CTRL_1154.3,18744937.41
Feature0297,"N,N'-1,4-Butanediyldiacetamide",C8 H16 N2 O2,172.1212,20,35,NA,"N,N'-1,4-Butanediyldiacetamide",8,16,2,2,0,0,0,2,0.25,-0.75,81.675,2,0,-0.5,-0.2,-2,Lipid,10_CTRL_1154.3,210751.436
Feature0296,muramic acid,C9 H17 N O7,251.10051,8,4,Metabolic pathways;ABC transporters;Other,muramic acid,9,17,1,7,0,0,0,1.8888888888888888,0.7777777777777778,0,60.3,2,-5,-6,-0.5555555555555556,-6,Carbohydrate,10_CTRL_1154.3,34562189.98
Feature0295,MFCD09839908,C11 H16 N2 O3,224.11608,20,53,NA,MFCD09839908,11,16,2,3,0,0,0,1.4545454545454546,0.2727272727272727,-0.3636363636363633,70.66363636363636,5,2,0,0.2,0,Phenol,10_CTRL_1154.3,13545351.75
Feature0294,MFCD00634809,C16 H20 N2 O3,288.14736,25,147,NA,MFCD00634809,16,20,2,3,0,0,0,1.25,0.1875,-0.5,74.55,8,5,0.2727272727272727,0.36,3,Phenol,10_CTRL_1154.3,1979598.384
Feature0293,MFCD00063043,C11 H14 N2 O3,222.10044,41,119,NA,MFCD00063043-peak2,11,14,2,3,0,0,0,1.2727272727272727,0.2727272727272727,-0.18181818181818166,65.48181818181817,6,3,0.16666666666666666,0.3333333333333333,1,Phenol,10_CTRL_1154.3,270828.9973
